Kegg-id	Pubchem-id	Chembl-id	CAS-number
cpd:C06973	9187	CHEMBL1433 CHEMBL1616405 CHEMBL1624566	564-25-0
cpd:C06975	9189	CHEMBL1201341	6736-03-4
cpd:C06976	9190	CHEMBL1104	312-48-1
cpd:C06977	9191	CHEMBL578	75847-73-3
cpd:C06978	9192	CHEMBL315838	66778-36-7
cpd:C06979	9193	CHEMBL826	74011-58-8
cpd:C06980	9194	CHEMBL768	103598-03-4
cpd:C06981	9195	CHEMBL285674	29975-16-4
cpd:C06984	9198	CHEMBL44884	74-55-5
cpd:C06986	9200		
cpd:C06988	9201	CHEMBL389022	319-85-7
cpd:C06989	9202		
cpd:C06990	9203	CHEMBL16200	108-90-7
cpd:C06991	9204	CHEMBL622	41340-25-4
cpd:C06996	9209	CHEMBL87493	458-24-2
cpd:C06997	9210	CHEMBL1297	31879-05-7
cpd:C06999	9212	CHEMBL914	83799-24-0
cpd:C07001	9214	CHEMBL652	54143-55-4
cpd:C07002	9215	CHEMBL106	86386-73-4
cpd:C07004	9217	CHEMBL1201388 CHEMBL988	127-31-1
cpd:C07005	9218	CHEMBL1322608 CHEMBL1512	3385-03-3
cpd:C07006	9219	CHEMBL1201390	807-38-5
cpd:C07007	9220	CHEMBL1501 CHEMBL1708010	356-12-7
cpd:C07010	9223	CHEMBL726	69-23-8
cpd:C07013	9226	CHEMBL563	5104-49-4
cpd:C07014	9227	CHEMBL350239	93957-54-1
cpd:C07016	9228	CHEMBL1886787 CHEMBL3039598	98048-97-6
cpd:C07017	9229	CHEMBL35	54-31-9
cpd:C07018	9230	CHEMBL940	60142-96-3
cpd:C07019	9231	CHEMBL182	82410-32-0
cpd:C07020	9232	CHEMBL457	25812-30-0
cpd:C07022	9234	CHEMBL472	10238-21-8
cpd:C07023	9235	CHEMBL399538	109889-09-0
cpd:C07024	9236		
cpd:C07025	9237		
cpd:C07026	9238		
cpd:C07027	9239		
cpd:C07028	9240		
cpd:C07029	9241		
cpd:C07030	9242		
cpd:C07031	9243		
cpd:C07032	9244	CHEMBL4278090	
cpd:C07034	9246	CHEMBL420	5051-62-7
cpd:C07035	9247	CHEMBL1037	40580-59-4
cpd:C07036	9248	CHEMBL765	55-65-2
cpd:C07037	9249	CHEMBL862	29110-47-2
cpd:C07040	9252	CHEMBL276832	86-54-4
cpd:C07041	9253	CHEMBL435	58-93-5
cpd:C07042	9254	CHEMBL398707	466-99-9
cpd:C07043	9255	CHEMBL1535	118-42-3
cpd:C07044	9256	CHEMBL467	127-07-1
cpd:C07045	9257	CHEMBL896	68-88-2
cpd:C07047	9259	CHEMBL1024	3778-73-2
cpd:C07049	9261	CHEMBL11	50-49-7
cpd:C07051	9263	CHEMBL115	150378-17-9
cpd:C07052	9264		60205-81-4
cpd:C07053	9265	CHEMBL1201213	530-08-5
cpd:C07054	9266	CHEMBL64	54-85-3
cpd:C07055	9267	CHEMBL1201232	7492-32-2
cpd:C07056	9268	CHEMBL434	7683-59-2
cpd:C07058	9270	CHEMBL547	4759-48-2
cpd:C07062	9274	CHEMBL469	74103-06-3
cpd:C07063	9275	CHEMBL429	36894-69-6
cpd:C07064	9276	CHEMBL296306	4618-18-2
cpd:C07065	9277	CHEMBL141	134678-17-4
cpd:C07069	9281	CHEMBL1254682	152-02-3
cpd:C07070	9282	CHEMBL1454	14769-73-4
cpd:C07072	9283	CHEMBL191	114798-26-4
cpd:C07073	9284	CHEMBL79	137-58-6
cpd:C07074	9285	CHEMBL1515625 CHEMBL333443 CHEMBL503	75330-75-5
cpd:C07075	9286	CHEMBL15891	58-89-9
cpd:C07078	9289	CHEMBL561	98079-51-7
cpd:C07079	9290	CHEMBL514	13010-47-4
cpd:C07080	9291	CHEMBL841	53179-11-6
cpd:C07083	9294	CHEMBL285235	100-42-5
cpd:C07084	9295		
cpd:C07085	9296		
cpd:C07086	9297	CHEMBL1044	103-82-2
cpd:C07087	9298		
cpd:C07088	9299	CHEMBL178018	122-88-3
cpd:C07089	9300		
cpd:C07090	9301		108-28-1
cpd:C07091	9302		
cpd:C07092	9303	CHEMBL190982	106-46-7
cpd:C07093	9304		
cpd:C07094	9305		3938-16-7
cpd:C07095	9306		
cpd:C07096	9307	CHEMBL282597	87-65-0
cpd:C07097	9308		20103-10-0
cpd:C07098	9309	CHEMBL309917	88-06-2
cpd:C07099	9310		608-94-6
cpd:C07100	9311	CHEMBL194458	93-76-5
cpd:C07101	9312	CHEMBL109095	95-95-4
cpd:C07102	9313		119290-91-4
cpd:C07103	9314		2474-72-8
cpd:C07104	9315	CHEMBL831	1977-10-2
cpd:C07105	9316	CHEMBL1991816	50-57-7
cpd:C07106	9317	CHEMBL419	138-39-6
cpd:C07107	9318	CHEMBL1201257 CHEMBL21731	10262-69-8
cpd:C07108	9319	CHEMBL83	10540-29-1
cpd:C07111	9322	CHEMBL371561	100-41-4
cpd:C07112	9323	CHEMBL508917	98-85-1
cpd:C07113	9324	CHEMBL274467	98-86-2
cpd:C07114	9325	CHEMBL3546292	29285-17-4 614-20-0
cpd:C07115	9326	CHEMBL427	51-75-2
cpd:C07116	9327	CHEMBL1623	569-65-3
cpd:C07117	9328	CHEMBL509	644-62-2
cpd:C07118	9329		
cpd:C07119	9330	CHEMBL1390	520-85-4
cpd:C07120	9331	CHEMBL4071215	3562-63-8
cpd:C07122	9332	CHEMBL852	148-82-3
cpd:C07123	9333		
cpd:C07124	9334	CHEMBL836	106133-20-4
cpd:C07125	9335	CHEMBL967	846-50-4
cpd:C07126	9336	CHEMBL1405447	481-85-6
cpd:C07127	9337	CHEMBL611	63590-64-7
cpd:C07128	9338	CHEMBL607	57-42-1
cpd:C07129	9339	CHEMBL1760	23031-25-6
cpd:C07130	9340	CHEMBL190	58-55-9
cpd:C07131	9341	CHEMBL625	148-79-8
cpd:C07132	9342	CHEMBL1378	1420-55-9
cpd:C07138	9347	CHEMBL704	89-57-6
cpd:C07139	9348	CHEMBL1449	34787-01-4
cpd:C07140	9349	CHEMBL833	55142-85-3
cpd:C07141	9350	CHEMBL499	26839-75-8
cpd:C07142	9351	CHEMBL1762	41708-72-9
cpd:C07143	9352	CHEMBL1088	5588-33-0
cpd:C07144	9353	CHEMBL776	586-06-1
cpd:C07146	9355	CHEMBL1201319	54-49-9
cpd:C07147	9356	CHEMBL770	59-98-3
cpd:C07148	9357	CHEMBL782	64-77-7
cpd:C07149	9358	CHEMBL1020	26171-23-3
cpd:C07151	9360	CHEMBL1431	657-24-9
cpd:C07153	9362	CHEMBL1066	27203-92-5
cpd:C07155	9364	CHEMBL3682538 CHEMBL467794	155-09-9
cpd:C07156	9365	CHEMBL621	19794-93-5
cpd:C07159	9368		1130-49-0
cpd:C07160	9369		
cpd:C07163	9372	CHEMBL651	76-99-3
cpd:C07164	9373	CHEMBL1201201	537-46-2
cpd:C07165	9374	CHEMBL1201317	306-52-5
cpd:C07166	9375	CHEMBL609	112-24-3
cpd:C07168	9377	CHEMBL422	117-89-5
cpd:C07171	9380	CHEMBL1490	144-11-6
cpd:C07172	9381	CHEMBL829	84-96-8
cpd:C07174	9383	CHEMBL1201329	7187-66-8
cpd:C07175	9384	CHEMBL1200959	1982-37-2
cpd:C07177	9386	CHEMBL575 CHEMBL84001	61-32-5
cpd:C07178	9387	CHEMBL1201256	138-56-7
cpd:C07180	9389	CHEMBL1241	91-81-6
cpd:C07182	9391	CHEMBL1200391	77-86-1
cpd:C07184	9393	CHEMBL1201110	124832-27-5
cpd:C07185	9394	CHEMBL109	99-66-1
cpd:C07187	9396	CHEMBL637	93413-69-5
cpd:C07188	9397	CHEMBL6966	52-53-9
cpd:C07189	9398		582-24-1
cpd:C07190	9399	CHEMBL1515	60-56-0
cpd:C07192	9401	CHEMBL1764	60-99-1
cpd:C07194	9403	CHEMBL459	555-30-6
cpd:C07195	9404		24356-66-9
cpd:C07196	9405	CHEMBL796	113-45-1
cpd:C07198	9407	CHEMBL1395	58-18-4
cpd:C07199	9408	CHEMBL1065 CHEMBL485253	361-37-5
cpd:C07201	9410	CHEMBL22969	865-21-4
cpd:C07202	9411	CHEMBL13	51384-51-1
cpd:C07203	9412	CHEMBL137	443-48-1
cpd:C07204	9413	CHEMBL90555	57-22-7
cpd:C07205	9414	CHEMBL934	54-36-4
cpd:C07206	9415	CHEMBL603	107753-78-6
cpd:C07207	9416	CHEMBL853	7481-89-2
cpd:C07208	9417	CHEMBL286727	108-38-3
cpd:C07209	9418		620-23-5
cpd:C07210	9419	CHEMBL129	30516-87-1
cpd:C07211	9420	CHEMBL67450	99-04-7
cpd:C07212	9421	CHEMBL45005	95-47-6
cpd:C07213	9422		89-95-2
cpd:C07214	9423	CHEMBL1487138	529-20-4
cpd:C07215	9424	CHEMBL114957	118-90-1
cpd:C07216	9425		587-03-1
cpd:C07218	9427	CHEMBL1185	139264-17-8
cpd:C07219	9428	CHEMBL911	82626-48-0
cpd:C07220	9429	CHEMBL558	31828-71-4
cpd:C07221	9430	CHEMBL1731	51481-65-3
cpd:C07222	9431	CHEMBL45816	116644-53-2
cpd:C07224	9433	CHEMBL189	78415-72-2
cpd:C07225	9434	CHEMBL1434 CHEMBL3716478	10118-90-8
cpd:C07228	9437	CHEMBL81	84449-90-1
cpd:C07230	9439	CHEMBL460	7416-34-4
cpd:C07231	9440	CHEMBL519374 CHEMBL74632	64952-97-2
cpd:C07235	9444	CHEMBL444633	72559-06-9
cpd:C07236	9445	CHEMBL1201272 CHEMBL959	13392-28-4
cpd:C07239	9448	CHEMBL785	26652-09-5
cpd:C07240	9449	CHEMBL160871 CHEMBL163	155213-67-5
cpd:C07241	9450	CHEMBL1263	89365-50-4
cpd:C07245	9454	CHEMBL972	14611-51-9
cpd:C07246	9455	CHEMBL809	79617-96-2
cpd:C07247	9456	CHEMBL1419	106650-56-0
cpd:C07250	9459	CHEMBL1443	147-52-4
cpd:C07251	9460	CHEMBL2112201 CHEMBL3039334 CHEMBL895	20594-83-6
cpd:C07252	9461	CHEMBL80	465-65-6
cpd:C07253	9462	CHEMBL19019	16590-41-3
cpd:C07254	9463	CHEMBL757	434-22-0
cpd:C07255	9464	CHEMBL746	69049-73-6
cpd:C07256	9465	CHEMBL623	83366-66-9
cpd:C07257	9466	CHEMBL584	159989-64-7
cpd:C07258	9467	CHEMBL278020	59-99-4
cpd:C07259	9468	CHEMBL192	139755-83-2
cpd:C07261	9470	CHEMBL2142985	107-51-7
cpd:C07263	9472	CHEMBL57	129618-40-2
cpd:C07264	9473	CHEMBL1484	55985-32-5
cpd:C07266	9475	CHEMBL193	21829-25-4
cpd:C07267	9476	CHEMBL1428	66085-59-4
cpd:C07268	9477	CHEMBL572	67-20-9
cpd:C07269	9478		15078-28-1
cpd:C07270	9479		76963-41-2
cpd:C07271	9480	CHEMBL2288024	1195-92-2
cpd:C07272	9481	CHEMBL387762	541-59-3
cpd:C07273	9482	CHEMBL275661	123-56-8
cpd:C07274	9483	CHEMBL445	72-69-5
cpd:C07275	9484	CHEMBL3763941	1121-89-7
cpd:C07276	9485	CHEMBL4213960	
cpd:C07277	9486		
cpd:C07278	9487	CHEMBL443119	20972-29-6
cpd:C07279	9488		121769-90-2
cpd:C07280	9489	CHEMBL224633	141-84-4
cpd:C07281	9490		
cpd:C07282	9491		
cpd:C07283	9492		
cpd:C07285	9494		
cpd:C07287	9496	CHEMBL46340	110-93-0
cpd:C07288	9497		1569-60-4
cpd:C07289	9498		2277-31-8
cpd:C07290	9499	CHEMBL3809337	
cpd:C07291	9500		
cpd:C07292	9501		
cpd:C07293	9502		
cpd:C07294	9503	CHEMBL1743208	124-58-3
cpd:C07295	9504	CHEMBL4097463	25400-23-1
cpd:C07296	9505		
cpd:C07297	9506		
cpd:C07299	9507		
cpd:C07300	9508		
cpd:C07301	9509		
cpd:C07302	9510		
cpd:C07303	9511		
cpd:C07304	9512		
cpd:C07305	9513		
cpd:C07306	9514	CHEMBL262746	83150-76-9
cpd:C07307	9515		
cpd:C07308	9516	CHEMBL1231644	75-60-5
cpd:C07309	9517	CHEMBL471	3930-20-9
cpd:C07310	9518	CHEMBL1320310 CHEMBL1393 CHEMBL1473269	52-01-7
cpd:C07311	9519	CHEMBL2079587 CHEMBL63973	10418-03-8 302-96-5
cpd:C07312	9520	CHEMBL991	3056-17-5
cpd:C07313	9521	CHEMBL1603 CHEMBL1651906	18883-66-4
cpd:C07314	9522		54182-58-0
cpd:C07315	9523	CHEMBL443	723-46-6
cpd:C07316	9524	CHEMBL421	599-79-1
cpd:C07317	9525	CHEMBL832	57-96-5
cpd:C07318	9526	CHEMBL453	127-69-5
cpd:C07319	9527	CHEMBL128	103628-46-2
cpd:C07320	9528	CHEMBL956	40828-46-4
cpd:C07321	9529	CHEMBL4	82419-36-1
cpd:C07322	9530	CHEMBL715	132539-06-1
cpd:C07323	9531	CHEMBL425	15722-48-2
cpd:C07324	9532	CHEMBL1503	73590-58-6
cpd:C07325	9533	CHEMBL46	99614-02-5
cpd:C07326	9534	CHEMBL344637	154-58-5
cpd:C07327	9535	CHEMBL268493	500-22-1
cpd:C07328	9536	CHEMBL372396	123-51-3
cpd:C07329	9537	CHEMBL18360	590-86-3
cpd:C07330	9538	CHEMBL453815	107-86-8
cpd:C07331	9539		463-58-1
cpd:C07332	9540		103-43-5
cpd:C07334	9541	CHEMBL2220823 CHEMBL819	66-79-5
cpd:C07335	9542		
cpd:C07336	9543	CHEMBL1200472	36735-22-5
cpd:C07338	9545		
cpd:C07339	9546	CHEMBL7568	83-89-6
cpd:C07340	9547	CHEMBL1201011	82586-55-8
cpd:C07341	9548	CHEMBL847	21738-42-1
cpd:C07342	9549	CHEMBL1532	73-49-4
cpd:C07343	9550		
cpd:C07344	9551		78549-61-8
cpd:C07345	9552		
cpd:C07346	9553	CHEMBL1200436	53-39-4
cpd:C07347	9554		
cpd:C07348	9555		
cpd:C07349	9556		161743-35-7
cpd:C07350	9557	CHEMBL19948	
cpd:C07351	9558	CHEMBL20038	
cpd:C07354	9559		143288-65-7
cpd:C07355	9560		
cpd:C07356	9561	CHEMBL1071	21256-18-8
cpd:C07357	9562		
cpd:C07359	9563	CHEMBL568	604-75-1
cpd:C07360	9564	CHEMBL1231	5633-20-5
cpd:C07361	9565	CHEMBL1200820	59703-84-3
cpd:C07362	9566	CHEMBL1585	54-91-1
cpd:C07363	9567	CHEMBL762	1491-59-4
cpd:C07366	9570	CHEMBL969	2955-38-6
cpd:C07367	9571	CHEMBL976	55268-74-1
cpd:C07368	9572	CHEMBL2	19216-56-9
cpd:C07369	9573	CHEMBL131	50-24-8
cpd:C07370	9574	CHEMBL1731808 CHEMBL635	53-03-2
cpd:C07371	9575	CHEMBL856	125-33-7
cpd:C07372	9576	CHEMBL897	57-66-9
cpd:C07373	9577	CHEMBL608	23288-49-5
cpd:C07375	9579	CHEMBL569	59-46-1
cpd:C07376	9580	CHEMBL1200410	366-70-1
cpd:C07378	9582	CHEMBL86715	77-37-2
cpd:C07379	9583	CHEMBL564	58-40-2
cpd:C07381	9585	CHEMBL631	54063-53-5
cpd:C07383	9587	CHEMBL1196	499-67-2
cpd:C07384	9588	CHEMBL1201068	1240-15-9
cpd:C07389	9593	CHEMBL1599768	22204-24-6
cpd:C07391	9595	CHEMBL36	58-14-0
cpd:C07393	9597	CHEMBL1200585	434-07-1
cpd:C07394	9598	CHEMBL352705 CHEMBL428647	33069-62-4
cpd:C07395	9599	CHEMBL834	40391-99-9
cpd:C07397	9601	CHEMBL716	111974-69-7
cpd:C07398	9602	CHEMBL1592	85441-61-8
cpd:C07400	9604	CHEMBL1420	6735-59-7
cpd:C07401	9605	CHEMBL640	51-06-9
cpd:C07402	9606	CHEMBL1321	671-16-9
cpd:C07403	9607	CHEMBL728	58-38-8
cpd:C07404	9608	CHEMBL643	60-87-7
cpd:C07405	9609	CHEMBL1201210	362-29-8
cpd:C07406	9610	CHEMBL1201790 CHEMBL1213351	469-62-5
cpd:C07407	9611	CHEMBL27	525-66-6
cpd:C07408	9612	CHEMBL668	438-60-8
cpd:C07409	9613	CHEMBL1626223	15686-83-6
cpd:C07410	9614	CHEMBL1115	155-97-5
cpd:C07411	9615	CHEMBL1100	115-67-3
cpd:C07412	9616	CHEMBL1201303	7187-62-4
cpd:C07413	9617	CHEMBL1579	53-33-8
cpd:C07414	9618	CHEMBL673	555-57-7
cpd:C07415	9619	CHEMBL490	61869-08-7
cpd:C07416	9620	CHEMBL1290	38363-40-5
cpd:C07417	9621	CHEMBL1540	39809-25-1
cpd:C07418	9622	CHEMBL1430	52-67-5
cpd:C07420	9624	CHEMBL55	100-33-4
cpd:C07421	9625	CHEMBL560	359-83-1
cpd:C07422	9626	CHEMBL448	76-74-4
cpd:C07423	9627	CHEMBL971	57-33-0
cpd:C07424	9628	CHEMBL628	6493-05-6
cpd:C07425	9629	CHEMBL1180810 CHEMBL531	66104-22-1
cpd:C07427	9631	CHEMBL567	58-39-9
cpd:C07428	9632	CHEMBL918	63-98-9
cpd:C07429	9633	CHEMBL1242	94-78-0
cpd:C07430	9634	CHEMBL1089	51-71-8
cpd:C07431	9635	CHEMBL1200895	156-51-4
cpd:C07432	9636	CHEMBL1201208	134-49-6
cpd:C07434	9638	CHEMBL40	50-06-6
cpd:C07435	9639	CHEMBL753	59-96-1
cpd:C07436	9640	CHEMBL1200787	63-92-3
cpd:C07437	9641	CHEMBL797	86-34-0
cpd:C07438	9642	CHEMBL1574	122-09-8
cpd:C07440	9644	CHEMBL101	50-33-9
cpd:C07441	9645	CHEMBL1215	59-42-7
cpd:C07443	9647	CHEMBL16	57-41-0
cpd:C07445	9648	CHEMBL500	13523-86-9
cpd:C07446	9649	CHEMBL1203	55-22-1
cpd:C07447	9650	CHEMBL3091859	1068-57-1
cpd:C07448	9651	CHEMBL12160	34970-69-9
cpd:C07449	9652	CHEMBL275446	34839-70-8
cpd:C07450	9653	CHEMBL778	113775-47-6
cpd:C07451	9654	CHEMBL19236	75438-57-2
cpd:C07452	9655	CHEMBL1079	51322-75-9
cpd:C07453	9656	CHEMBL31088	501-15-5
cpd:C07454	9657	CHEMBL170357	18431-51-1
cpd:C07455	9658	CHEMBL730	55-63-0
cpd:C07456	9659	CHEMBL6622	87-33-2
cpd:C07457	9660	CHEMBL1535371	110-46-3
cpd:C07458	9661	CHEMBL21	63-74-1
cpd:C07459	9662	CHEMBL17	120-97-8
cpd:C07460	9663	CHEMBL266240	121-30-2
cpd:C07461	9664	CHEMBL842	58-94-6
cpd:C07463	9666	CHEMBL17157	50679-08-8
cpd:C07464	9667	CHEMBL51	74050-98-9
cpd:C07465	9668	CHEMBL31601	126222-34-2
cpd:C07466	9669	CHEMBL300337	113082-98-7
cpd:C07467	9670	CHEMBL813	133040-01-4
cpd:C07468	9671	CHEMBL1016	139481-59-7
cpd:C07469	9672	CHEMBL1513	138402-11-6
cpd:C07471	9674	CHEMBL978	55-92-5
cpd:C07473	9676	CHEMBL105471 CHEMBL12587	300-54-9
cpd:C07474	9677	CHEMBL550	92-13-7
cpd:C07475	9678	CHEMBL122270 CHEMBL4203446	90-69-7
cpd:C07478	9681		
cpd:C07479	9682		
cpd:C07480	9683	CHEMBL1114	83-67-0
cpd:C07481	9684	CHEMBL113	58-08-2
cpd:C07482	9685	CHEMBL787	158966-92-8
cpd:C07484	9687	CHEMBL1521	151319-34-5
cpd:C07485	9688	CHEMBL7634	70-22-4
cpd:C07486	9689	CHEMBL523	1088-11-5
cpd:C07487	9690	CHEMBL13209	146-22-5
cpd:C07488	9691	CHEMBL47814	54-77-3
cpd:C07489	9692	CHEMBL1102	77-21-4
cpd:C07490	9693	CHEMBL1171	115-20-8
cpd:C07491	9694	CHEMBL46917	63-25-2
cpd:C07492	9695	CHEMBL1068	28721-07-5
cpd:C07493	9696	CHEMBL1067	29331-92-8
cpd:C07494	9697	CHEMBL15910	96-64-0
cpd:C07495	9698		35079-97-1
cpd:C07496	9699	CHEMBL1258	36507-30-9
cpd:C07497	9700	CHEMBL1200468	121-75-5
cpd:C07498	9701	CHEMBL1331476	1634-78-2
cpd:C07499	9702	CHEMBL249467	7206-76-0
cpd:C07500	9703	CHEMBL89598	60643-86-9
cpd:C07501	9704	CHEMBL1094	25451-15-4
cpd:C07502	9705	CHEMBL220492	97240-79-4
cpd:C07503	9706	CHEMBL1027	115103-54-3
cpd:C07504	9707	CHEMBL750	68291-97-4
cpd:C07505	9708	CHEMBL696	77-67-8
cpd:C07506	9709	CHEMBL1180725	298-50-0
cpd:C07508	9711	CHEMBL9967	28797-61-7
cpd:C07509	9712	CHEMBL1255578	57-71-6
cpd:C07510	9713	CHEMBL100622	60-26-4
cpd:C07511	9714	CHEMBL267936	60-40-2
cpd:C07512	9715	CHEMBL9324	66-40-0
cpd:C07513	9716	CHEMBL524	390-28-3
cpd:C07514	9717	CHEMBL405	300-62-9
cpd:C07515	9718	CHEMBL931	151-67-7
cpd:C07516	9719	CHEMBL1257	13838-16-9
cpd:C07517	9720	CHEMBL1341	76-38-0
cpd:C07518	9721	CHEMBL1256	26675-46-7
cpd:C07519	9722	CHEMBL1200733	57041-67-5
cpd:C07520	9723	CHEMBL1200694	28523-86-6
cpd:C07521	9724	CHEMBL441	76-75-5
cpd:C07522	9725	CHEMBL681	33125-97-2
cpd:C07523	9726	CHEMBL526	2078-54-8
cpd:C07524	9727	CHEMBL655	59467-70-8
cpd:C07525	9728	CHEMBL742	6740-88-1
cpd:C07526	9729	CHEMBL698	94-24-6
cpd:C07527	9730	CHEMBL278172	94-09-7
cpd:C07528	9731	CHEMBL1087	96-88-8
cpd:C07529	9732	CHEMBL1098	2180-92-9 38396-39-3
cpd:C07530	9733	CHEMBL492	36637-18-0
cpd:C07531	9734	CHEMBL1194	721-50-6
cpd:C07532	9735	CHEMBL1077896	84057-95-4
cpd:C07533	9736	CHEMBL1160714	57526-81-5
cpd:C07534	9737	CHEMBL1627464 CHEMBL691	57-63-6
cpd:C07535	9738	CHEMBL31184	50-32-8
cpd:C07536	9739	CHEMBL267894	57-43-2
cpd:C07537	9740	CHEMBL1712170	76-58-4
cpd:C07538	9741		156-08-1
cpd:C07539	9742	CHEMBL288470	58-15-1
cpd:C07540	9743	CHEMBL177641	109922-46-5
cpd:C07541	9744		82-58-6
cpd:C07542	9745	CHEMBL263881	50-37-3
cpd:C07543	9746	CHEMBL119443	60-79-7
cpd:C07544	9747	CHEMBL442	113-15-5
cpd:C07545	9748	CHEMBL1361596 CHEMBL1403281	511-09-1
cpd:C07546	9749	CHEMBL703	306-40-1
cpd:C07547	9750	CHEMBL339427	57-95-4
cpd:C07548	9751	CHEMBL1360	64228-79-1
cpd:C07549	9752	CHEMBL1237123	
cpd:C07550	9753	CHEMBL1182833	106791-40-6
cpd:C07551	9754	CHEMBL185073	
cpd:C07552	9755		309-00-2
cpd:C07553	9756	CHEMBL1201219	
cpd:C07554	9757	CHEMBL1201206	68399-58-6
cpd:C07555	9758	CHEMBL57537	100-17-4
cpd:C07556	9759	CHEMBL1201244 CHEMBL4067090	143558-00-3
cpd:C07557	9760	CHEMBL30327	1746-01-6
cpd:C07558	9761	CHEMBL2104624	467-43-6
cpd:C07559	9762	CHEMBL1201269	461-78-9
cpd:C07560	9763	CHEMBL282052	72-44-6
cpd:C07561	9764	CHEMBL44814	56-23-5
cpd:C07564	9767	CHEMBL589	91374-21-9
cpd:C07565	9768	CHEMBL269644	103-84-4
cpd:C07566	9769	CHEMBL1423	2062-78-4
cpd:C07567	9770	CHEMBL12713	106516-24-9
cpd:C07568	9771	CHEMBL708	146939-27-7
cpd:C07569	9772	CHEMBL1518	51-52-5
cpd:C07570	9773	CHEMBL654	85650-52-8
cpd:C07571	9774	CHEMBL814	54739-18-3
cpd:C07572	9775	CHEMBL549	59729-33-8
cpd:C07573	9776	CHEMBL488279	103-12-8
cpd:C07574	9777		1934-21-0
cpd:C07575	9778	CHEMBL275528	77-10-1
cpd:C07576	9779	CHEMBL194378	520-52-5
cpd:C07577	9780	CHEMBL43048	42542-10-9
cpd:C07578	9781	CHEMBL190461	13956-29-1
cpd:C07580	9782	CHEMBL74415	521-35-7
cpd:C07581	9783		91-18-9
cpd:C07582	9784	CHEMBL341824	119-24-4
cpd:C07584	9786	CHEMBL711	83-12-5
cpd:C07585	9787	CHEMBL1442231	1078-38-2
cpd:C07586	9788	CHEMBL672	49562-28-9
cpd:C07587	9789	CHEMBL447868	54-21-7
cpd:C07588	9790	CHEMBL586	487-54-7
cpd:C07589	9791	CHEMBL118	169590-42-5
cpd:C07590	9792	CHEMBL122	162011-90-7
cpd:C07591	9793	CHEMBL16073	62-44-2
cpd:C07592	9794	CHEMBL107	64-86-8
cpd:C07593	9795	CHEMBL4108520 CHEMBL429023	83-79-4
cpd:C07594	9796	CHEMBL563221	121-21-1
cpd:C07596	9798		120103-35-7
cpd:C07597	9799		14836-73-8
cpd:C07598	9800	CHEMBL1201073	304-55-2
cpd:C07599	9801	CHEMBL859	2465-59-0
cpd:C07600	9802	CHEMBL359965	539-86-6
cpd:C07601	9803	CHEMBL2112174 CHEMBL465161	15291-75-5
cpd:C07602	9804	CHEMBL514432	15291-77-7
cpd:C07603	9805	CHEMBL2112173	15291-76-6
cpd:C07604	9806	CHEMBL2112172	107438-79-9
cpd:C07605	9807	CHEMBL1318117 CHEMBL3348958	33570-04-6
cpd:C07606	9808	CHEMBL286494	548-04-9
cpd:C07607	9809	CHEMBL1981292	33515-09-2
cpd:C07608	9810	CHEMBL1237210	11079-53-1
cpd:C07609	9811	CHEMBL540445	20554-84-1
cpd:C07610	9812	CHEMBL1401508	22888-70-6
cpd:C07612	9814		53714-56-0
cpd:C07613	9815		76932-56-4
cpd:C07615	9817	CHEMBL508102	22232-54-8
cpd:C07616	9818		2686-47-7
cpd:C07617	9819	CHEMBL488	125-84-8
cpd:C07618	9820	CHEMBL1201151	72-33-3
cpd:C07619	9821	CHEMBL1201165	152-43-2
cpd:C07620	9822	CHEMBL411	56-53-1
cpd:C07621	9823	CHEMBL1697842	517-18-0
cpd:C07622	9824	CHEMBL638	137234-62-9
cpd:C07624	9826	CHEMBL1380	136470-78-5
cpd:C07625	9827	CHEMBL76	54-05-7
cpd:C07626	9828	CHEMBL682	86-42-0
cpd:C07627	9829	CHEMBL506	90-34-6
cpd:C07628	9830	CHEMBL2106347	79-64-1
cpd:C07629	9831	CHEMBL1533	54024-22-5
cpd:C07630	9832	CHEMBL1539	2447-57-6
cpd:C07631	9833	CHEMBL1377	500-92-5
cpd:C07632	9834	CHEMBL194532 CHEMBL3138313 CHEMBL335062	25126-76-5
cpd:C07633	9835	CHEMBL172	53230-10-7
cpd:C07634	9836	CHEMBL1107	69756-53-2
cpd:C07635	9837	CHEMBL272195 CHEMBL3138392	481-29-8
cpd:C07636	9838	CHEMBL86754	83-73-8
cpd:C07637	9839	CHEMBL1334860	3736-81-0
cpd:C07638	9840		
cpd:C07639	9841	CHEMBL1743304	5817-39-0
cpd:C07640	9842	CHEMBL12948 CHEMBL1967746 CHEMBL2051944	13909-09-6
cpd:C07641	9843	CHEMBL671	52-24-4
cpd:C07642	9844	CHEMBL502384	51-18-3
cpd:C07643	9845	CHEMBL731	40277-05-2
cpd:C07644	9846	CHEMBL3544546	27046-19-1
cpd:C07645	9847	CHEMBL1593	35144-64-0
cpd:C07646	9848	CHEMBL3544547	22788-18-7
cpd:C07647	9849	CHEMBL525	10159-53-2
cpd:C07648	9850	CHEMBL727	154-42-7
cpd:C07649	9851	CHEMBL185	51-21-8
cpd:C07650	9852	CHEMBL888	95058-81-4
cpd:C07651	9853	CHEMBL1201382	31098-42-7
cpd:C07652	9854	CHEMBL1276308 CHEMBL1987697	84371-65-3
cpd:C07653	9855	CHEMBL806	13311-84-7
cpd:C07654	9856	CHEMBL249837	914-00-1
