Kegg-id	Pubchem-id	Chembl-id	CAS-number
cpd:C16802	96023326		21133-53-9
cpd:C16803	96023327		14062-59-0
cpd:C16804	96023328	CHEMBL495778	17397-87-4
cpd:C16805	96023329	CHEMBL1272169	81-82-3
cpd:C16806	96023330	CHEMBL3184636	5836-29-3
cpd:C16807	96023331		56073-07-5
cpd:C16808	96023332	CHEMBL3542340	72581-71-6
cpd:C16809	96023333	CHEMBL249657	31078-10-1
cpd:C16810	96023334	CHEMBL2106605	28434-01-7
cpd:C16811	96023335		18234-46-3
cpd:C16812	96023336		67910-07-0
cpd:C16813	96023337		55528-90-0
cpd:C16814	96023338		495-62-5
cpd:C16815	96023339		24406-05-1
cpd:C16816	96023340		15291-78-8
cpd:C16817	96023341		500-12-9
cpd:C16818	96023342		20098-89-9
cpd:C16819	96023343	CHEMBL3808706	470-01-9
cpd:C16820	96023344	CHEMBL540506	560-53-2
cpd:C16821	96023345	CHEMBL268808	495-19-2
cpd:C16822	96023346	CHEMBL274070	91421-43-1
cpd:C16823	96023347	CHEMBL1199307	17299-00-2
cpd:C16825	96023349		
cpd:C16826	96023350	CHEMBL1160060	
cpd:C16827	96023351	CHEMBL464612	
cpd:C16828	96023352		
cpd:C16829	96023353		
cpd:C16830	96023354		
cpd:C16831	96023355		33468-32-5
cpd:C16832	96023356		
cpd:C16833	96023357		
cpd:C16834	96023358	CHEMBL14568	
cpd:C16835	96023359		638-37-9
cpd:C16836	96023360		1026078-50-1
cpd:C16837	96023361		959317-82-9
cpd:C16838	96023362	CHEMBL519982	641-38-3
cpd:C16839	96023363	CHEMBL2152260	98112-41-5
cpd:C16840	96023364		88704-43-2
cpd:C16841	96023365	CHEMBL444929	148717-90-2
cpd:C16842	96023366	CHEMBL1205337	
cpd:C16843	96023367	CHEMBL307429	19130-96-2
cpd:C16844	96023368	CHEMBL1689064	3352-57-6
cpd:C16845	96023369		19059-14-4
cpd:C16846	96023370		
cpd:C16847	96023371	CHEMBL2304286 CHEMBL405852 CHEMBL414042	77327-05-0
cpd:C16848	96023372		
cpd:C16849	96023373		
cpd:C16850	96023374		
cpd:C16851	135626060		11077-03-5
cpd:C16852	96023375		123676-76-6
cpd:C16854	135626061		59392-53-9
cpd:C16855	96023376		60748-39-2
cpd:C16856	96023377		60508-89-6
cpd:C16857	96023378	CHEMBL413858	79580-28-2
cpd:C16858	96023379	CHEMBL1652216	50299-47-3
cpd:C16859	96023380		104715-93-7
cpd:C16860	96023381	CHEMBL445556	64945-29-5
cpd:C16861	96023382		134455-11-1
cpd:C16862	135626062	CHEMBL451930	137219-37-5
cpd:C16865	135626063	CHEMBL509870	
cpd:C16868	96023383	CHEMBL272427 CHEMBL3138425	14605-22-2
cpd:C16870	135626064	CHEMBL443145	81720-10-7
cpd:C16871	135626065		97564-90-4
cpd:C16872	135626066		112514-54-2
cpd:C16873	96023384		765-17-3
cpd:C16874	96023385	CHEMBL255034	20137-14-8
cpd:C16875	135626067		114899-77-3
cpd:C16876	135626068	CHEMBL513639	149204-42-2
cpd:C16877	135626069	CHEMBL441018	124689-65-2
cpd:C16878	135626070	CHEMBL4212584	151923-84-1
cpd:C16880	96023386	CHEMBL29141	220752-37-4
cpd:C16881	135626071		157078-48-3
cpd:C16883	135626072	CHEMBL257166 CHEMBL359935	102396-24-7
cpd:C16884	96023387		2418-52-2
cpd:C16885	96023388		
cpd:C16886	96023389		141363-65-7
cpd:C16887	96023390		
cpd:C16888	96023391		
cpd:C16889	96023392		27742-14-9
cpd:C16890	96023393		2952-70-7
cpd:C16891	96023394	CHEMBL200899	189883-16-7
cpd:C16892	135626073	CHEMBL384200	158021-47-7
cpd:C16893	96023395		129744-24-7
cpd:C16894	96023396		93474-13-6
cpd:C16895	96023397		93474-14-7
cpd:C16896	96023398	CHEMBL3397815	
cpd:C16899	135626074		112923-40-7
cpd:C16901	135626075		76343-93-6
cpd:C16902	135626076	CHEMBL4282474	122752-21-0
cpd:C16903	96023399	CHEMBL1697766	84-97-9
cpd:C16904	135626077		127999-44-4
cpd:C16905	135626078	CHEMBL507131	111517-68-1
cpd:C16906	96023400	CHEMBL1230982	3471-05-4
cpd:C16907	135626079		214899-21-5
cpd:C16908	96023401	CHEMBL508894	1139-30-6
cpd:C16909	96023402	CHEMBL2288022	470-67-7
cpd:C16910	96023403	CHEMBL391628	17088-50-5
cpd:C16911	96023404	CHEMBL240528	482-39-3
cpd:C16912	96023405	CHEMBL4207806 CHEMBL511805	19533-92-7
cpd:C16913	96023406		508-44-1
cpd:C16914	96023407		
cpd:C16915	96023408	CHEMBL1526371 CHEMBL388452	20362-31-6
cpd:C16916	96023409		
cpd:C16918	96023410		55290-63-6
cpd:C16919	96023411	CHEMBL486189	6989-21-5
cpd:C16920	96023412		76-50-6
cpd:C16921	96023413		29565-35-3
cpd:C16922	96023414	CHEMBL399680	465-21-4
cpd:C16923	96023415	CHEMBL463064	471-95-4
cpd:C16924	96023416	CHEMBL249592	551-08-6
cpd:C16925	96023417	CHEMBL1934196	26091-79-2
cpd:C16926	96023418	CHEMBL479330	3570-28-3
cpd:C16927	96023419		520-74-1
cpd:C16928	96023420		74743-50-3
cpd:C16929	96023421	CHEMBL471809	1585-68-8
cpd:C16930	96023422	CHEMBL108862	501-92-8
cpd:C16931	96023423	CHEMBL250785	470-37-1
cpd:C16932	96023424	CHEMBL517341	1108-68-5
cpd:C16933	96023425		
cpd:C16937	96023426	CHEMBL2252753	3674-03-1
cpd:C16938	96023427	CHEMBL362071	
cpd:C16939	96023428	CHEMBL201515	4373-41-5
cpd:C16940	96023429		479-54-9
cpd:C16941	96023430		36338-96-2
cpd:C16942	96023431	CHEMBL2007486	
cpd:C16943	96023432		20493-56-5
cpd:C16945	96023433	CHEMBL2268859 CHEMBL2268862	20084-99-5
cpd:C16946	96023434		13741-46-3
cpd:C16947	96023435	CHEMBL443876	56505-80-7
cpd:C16949	96023436		38230-32-9
cpd:C16950	96023437	CHEMBL1744446	
cpd:C16951	96023438	CHEMBL253908 CHEMBL479898	61281-38-7
cpd:C16952	96023439	CHEMBL311158	19408-84-5
cpd:C16953	96023440	CHEMBL1668781	50439-68-4
cpd:C16954	96023441	CHEMBL255668	
cpd:C16955	96023442		503-93-5
cpd:C16956	96023443		
cpd:C16957	96023444		
cpd:C16958	96023445		4966-00-1
cpd:C16959	96023446		19912-61-9
cpd:C16960	96023447		24268-41-5
cpd:C16962	96023448	CHEMBL465318	465-11-2
cpd:C16963	96023449	CHEMBL3622810	
cpd:C16964	96023450	CHEMBL274739	62499-27-8
cpd:C16965	96023451	CHEMBL504969	29307-60-6
cpd:C16966	96023452	CHEMBL116810	6902-91-6
cpd:C16967	96023453	CHEMBL517609	508-09-8
cpd:C16968	96023454	CHEMBL132695	23013-84-5
cpd:C16969	96023455	CHEMBL2068960	465-90-7
cpd:C16970	96023456	CHEMBL505813	23811-08-7
cpd:C16971	96023457	CHEMBL326900	35467-43-7
cpd:C16972	96023458	CHEMBL327134	7729-23-9
cpd:C16973	96023459		5532-41-2
cpd:C16974	96023460	CHEMBL489542	20085-00-1
cpd:C16975	96023461	CHEMBL121548	5273-85-8
cpd:C16976	96023462	CHEMBL448060	482-45-1
cpd:C16977	96023463		
cpd:C16978	96023464	CHEMBL599763	5041-81-6
cpd:C16979	96023465		24699-16-9
cpd:C16980	96023466	CHEMBL480521	6859-01-4
cpd:C16981	96023467	CHEMBL251766	482-38-2
cpd:C16982	96023468		18607-90-4
cpd:C16983	96023469		
cpd:C16984	96023470	CHEMBL487388	5890-18-6
cpd:C16985	96023471	CHEMBL1290284	24697-74-3
cpd:C16986	96023472	CHEMBL1929043	30508-27-1
cpd:C16987	96023473	CHEMBL481246	4431-01-0
cpd:C16988	96023474		26146-27-0
cpd:C16989	96023475	CHEMBL511995	551-15-5
cpd:C16990	96023476	CHEMBL486393	1617-70-5
cpd:C16991	96023477	CHEMBL1187634	6801-40-7
cpd:C16992	96023478		23261-09-8
cpd:C16993	96023479		33156-93-3
cpd:C16994	96023480		56595-17-6
cpd:C16995	96023481	CHEMBL335125	112-39-0
cpd:C16996	96023482	CHEMBL2386324	18110-87-7
cpd:C16997	96023483		
cpd:C16998	96023484		94426-01-4
cpd:C16999	96023485		
cpd:C17000	96023486	CHEMBL1209803 CHEMBL2136065	25406-64-8
cpd:C17002	96023487	CHEMBL2252754	4567-33-3
cpd:C17003	96023488		
cpd:C17004	135626080		91294-83-6
cpd:C17005	96023489	CHEMBL464960	185548-40-7
cpd:C17007	96023490	CHEMBL507622	59633-81-7
cpd:C17008	96023491	CHEMBL497451	115185-92-7
cpd:C17009	96023492	CHEMBL499036	124512-46-5
cpd:C17010	96023493		
cpd:C17011	96023494	CHEMBL595516	50906-66-6
cpd:C17012	96023495		
cpd:C17013	96023496	CHEMBL2228444	24148-77-4
cpd:C17016	96023497		59697-14-2
cpd:C17017	96023498		
cpd:C17018	96023499		
cpd:C17019	96023500		62695-67-4
cpd:C17020	96023501		62695-68-5
cpd:C17021	96023502		62695-69-6
cpd:C17022	96023503		
cpd:C17023	96023504		
cpd:C17024	96023505		101691-14-9
cpd:C17025	96023506		11029-72-4
cpd:C17027	96023507		
cpd:C17029	96023508		24148-78-5
cpd:C17030	96023509		28360-79-4
cpd:C17031	96023510		28387-43-1
cpd:C17032	96023511		30248-06-7
cpd:C17033	96023512		
cpd:C17034	96023513		35334-40-8
cpd:C17035	96023514		
cpd:C17036	96023515		
cpd:C17038	96023516		38971-41-4
cpd:C17039	96023517	CHEMBL448400	477-85-0
cpd:C17040	96023518	CHEMBL511524	70588-05-5
cpd:C17041	96023519		
cpd:C17042	96023520		
cpd:C17043	96023521		
cpd:C17044	96023522	CHEMBL468034	29070-92-6
cpd:C17045	96023523	CHEMBL42624	521-61-9
cpd:C17046	96023524		6873-13-8
cpd:C17047	96023525	CHEMBL452751	2543-94-4
cpd:C17048	96023526		487-41-2
cpd:C17049	96023527		27368-79-2
cpd:C17050	96023528		26121-56-2
cpd:C17051	96023529		33204-37-4
cpd:C17052	96023530		33204-38-5
cpd:C17053	96023531		
cpd:C17054	96023532		35598-69-7
cpd:C17055	96023533		138-55-6
cpd:C17056	96023534	CHEMBL2312739	
cpd:C17057	96023535		
cpd:C17058	96023536	CHEMBL250172	465-39-4
cpd:C17059	96023537	CHEMBL442289	569-92-6
cpd:C17060	96023538	CHEMBL367260	477-57-6
cpd:C17061	96023539		22537-38-8
cpd:C17062	96023540	CHEMBL3183495	116-26-7
cpd:C17063	96023541		6882-07-1
cpd:C17064	96023542		7432-28-2
cpd:C17065	96023543		20479-23-6
cpd:C17066	96023544	CHEMBL518392	
cpd:C17067	96023545	CHEMBL495641	
cpd:C17068	96023546		
cpd:C17069	96023547	CHEMBL3590537	3411-37-8
cpd:C17070	96023548	CHEMBL1698617 CHEMBL486807	
cpd:C17071	96023549	CHEMBL456137	14215-86-2
cpd:C17072	96023550	CHEMBL463273	472-26-4
cpd:C17073	96023551	CHEMBL507795	562-74-3
cpd:C17074	96023552		
cpd:C17075	96023553	CHEMBL1986755 CHEMBL504012	
cpd:C17076	96023554	CHEMBL107874	638-53-9
cpd:C17077	96023555		
cpd:C17079	96023556		54788-30-6
cpd:C17080	96023557	CHEMBL1253341	537-24-6
cpd:C17083	96023558		
cpd:C17084	96023559		19201-53-7
cpd:C17085	96023560		
cpd:C17086	96023561		74626-31-6
cpd:C17087	96023562		
cpd:C17088	96023563		17699-05-7
cpd:C17089	96023564	CHEMBL511085	17422-33-2
cpd:C17090	96023565	CHEMBL1939885	473-08-5
cpd:C17091	96023566		504-97-2
cpd:C17092	96023567		68835-91-6
cpd:C17093	96023568		
cpd:C17094	96023569	CHEMBL448502	33880-83-0
cpd:C17097	96023570	CHEMBL377236	26612-48-6
cpd:C17098	96023571	CHEMBL253482	4950-06-5
cpd:C17099	96023572	CHEMBL462153	28656-91-9
cpd:C17100	96023573		52498-93-8
cpd:C17101	96023574		63975-57-5
cpd:C17102	96023575		53915-35-8
cpd:C17103	96023576		63023-57-4
cpd:C17104	96023577	CHEMBL1990910	63023-59-6
cpd:C17105	96023578		62560-51-4
cpd:C17106	96023579		66389-40-0
cpd:C17107	96023580	CHEMBL2271710	54279-01-5
cpd:C17108	96023581		63866-51-3
cpd:C17109	96023582		57566-88-8
cpd:C17110	96023583		58207-70-8
cpd:C17111	96023584	CHEMBL500561	50656-64-9
cpd:C17112	96023585		53915-39-2
cpd:C17113	96023586		51847-78-0
cpd:C17114	135626081		30925-25-8
cpd:C17116	135626082		54928-01-7
cpd:C17117	135626083		55890-19-2
cpd:C17118	135626084	CHEMBL464203	55303-97-4
cpd:C17120	96023587		73464-47-8
cpd:C17121	135626085	CHEMBL3953930	73494-22-1
cpd:C17123	96023588	CHEMBL464649	16844-71-6
cpd:C17124	96023589	CHEMBL477900	1209-71-8
cpd:C17125	96023590		18309-28-9
cpd:C17126	96023591	CHEMBL1699927	
cpd:C17127	135626086		55304-01-3
cpd:C17132	135626087	CHEMBL463532	6790-63-2
cpd:C17133	135626088		62311-75-5
cpd:C17135	135626089		62311-76-6
cpd:C17136	135626090		10539-87-4
cpd:C17139	96023592		
cpd:C17140	96023593	CHEMBL266564	
cpd:C17141	96023594		
cpd:C17142	96023595		
cpd:C17144	96023596	CHEMBL487998	589-98-0
cpd:C17145	96023597	CHEMBL2269087	106-68-3
cpd:C17146	96023598		
cpd:C17147	96023599	CHEMBL249450	906-33-2
cpd:C17148	96023600	CHEMBL168 CHEMBL180553 CHEMBL365375	508-02-1
cpd:C17156	135626091	CHEMBL463914	75088-80-1
cpd:C17158	96023601		87803-10-9
cpd:C17159	96023602	CHEMBL1207843 CHEMBL3138516 CHEMBL509296	103065-20-9
cpd:C17160	96023603		73622-20-5
cpd:C17161	96023604		73622-21-6
cpd:C17162	96023605		87075-24-9
cpd:C17163	96023606	CHEMBL518701	87075-23-8
cpd:C17166	96023607	CHEMBL307456	79638-16-7
cpd:C17167	96023608		88704-50-1
cpd:C17168	96023609	CHEMBL1994777	88704-44-3
cpd:C17169	96023610	CHEMBL81169	59444-69-8
cpd:C17177	135626092		64052-99-9
cpd:C17179	135626093		59403-81-5
cpd:C17181	135626094		72036-07-8
cpd:C17184	135626095		83108-36-5
cpd:C17193	135626096		65746-13-6
cpd:C17202	96023611		
cpd:C17203	96023612		
cpd:C17204	96023613		
cpd:C17205	96023614		
cpd:C17206	96023615		1195-08-0
cpd:C17207	96023616		
cpd:C17208	135626097	CHEMBL4297307	64296-20-4
cpd:C17209	96023617		
cpd:C17210	96023618		
cpd:C17211	96023619		
cpd:C17212	96023620		
cpd:C17213	96023621		
cpd:C17214	96023622		
cpd:C17215	96023623		
cpd:C17216	96023624		
cpd:C17217	96023625		
cpd:C17218	96023626		
cpd:C17219	96023627		
cpd:C17220	96023628		
cpd:C17221	96023629		
cpd:C17222	96023630		
cpd:C17223	96023631		
cpd:C17224	96023632		
cpd:C17225	96023633		
cpd:C17226	96023634		
cpd:C17227	96023635		
cpd:C17228	96023636		
cpd:C17229	96023637		
cpd:C17230	96023638		
cpd:C17231	96023639		
cpd:C17232	96023640		
cpd:C17233	96023641		
cpd:C17234	96023642		71018-10-5
cpd:C17235	96023643	CHEMBL1233389	943-73-7
cpd:C17236	96023644		
cpd:C17237	96023645		
cpd:C17238	96023646		
cpd:C17239	96023647		
cpd:C17240	96023648		
cpd:C17241	96023649		
cpd:C17242	96023650		
cpd:C17243	96023651		
cpd:C17244	96023652		
cpd:C17245	96023653		
cpd:C17246	96023654		
cpd:C17248	96023655		
cpd:C17249	96023656		
cpd:C17250	96023657		
cpd:C17251	96023658		
cpd:C17252	96023659		
cpd:C17253	96023660		
cpd:C17254	96023661		
cpd:C17255	96023662		626-90-4
cpd:C17256	96023663		
cpd:C17257	96023664		
cpd:C17258	96023665		10034-76-1
cpd:C17259	96023666		
cpd:C17260	96023667		
cpd:C17261	96023668		
cpd:C17262	96023669		
cpd:C17263	96023670		
cpd:C17264	96023671		
cpd:C17265	96023672		
cpd:C17266	96023673		
cpd:C17267	96023674		
cpd:C17268	96023675	CHEMBL192258	579-07-7
cpd:C17271	96023676		
cpd:C17272	96023677		
cpd:C17273	96023678		
cpd:C17274	96023679		
cpd:C17275	96023680		
cpd:C17276	96023681	CHEMBL986	
cpd:C17277	96023682	CHEMBL3186909	4630-07-3
cpd:C17278	376218949		
cpd:C17279	376218950		
cpd:C17302	96023683		62516-91-0
cpd:C17303	96023684		74772-68-2
cpd:C17309	96023685	CHEMBL2104578	90139-06-3
cpd:C17322	96023686		
cpd:C17323	96023687		
cpd:C17324	96023688		
cpd:C17325	96023689		
cpd:C17326	96023690		
cpd:C17327	96023691		
cpd:C17328	96023692		
cpd:C17331	96023693		
cpd:C17332	96023694		
cpd:C17333	96023695		6561-58-6
cpd:C17335	96023696		115538-84-6
cpd:C17336	96023697		4675-38-1
cpd:C17337	96023698		115538-85-7
cpd:C17339	96023699		1254-03-1
cpd:C17343	96023700		
cpd:C17345	96023701		
cpd:C17346	96023702		
cpd:C17349	135626098	CHEMBL821	113-00-8
cpd:C17350	96023703		60134-71-6
cpd:C17351	96023704		59511-12-5
cpd:C17352	96023705		
cpd:C17353	96023706		61425-17-0
cpd:C17354	96023707		63598-46-9
cpd:C17355	96023708		65309-11-7
cpd:C17356	96023709		
cpd:C17357	96023710	CHEMBL140225	66036-39-3
cpd:C17358	96023711		
cpd:C17359	96023712		
cpd:C17360	96023713		
cpd:C17361	96023714		79416-52-7
cpd:C17362	96023715		
cpd:C17363	96023716		
cpd:C17364	96023717		103059-95-6
cpd:C17365	96023718		
cpd:C17366	96023719		
cpd:C17367	96023720		
cpd:C17368	96023721		74806-75-0
cpd:C17369	96023722		77550-86-8
cpd:C17370	96023723		
cpd:C17371	96023724		72615-19-1
cpd:C17372	96023725	CHEMBL84799	
cpd:C17373	96023726		82510-13-2
cpd:C17374	96023727		82475-10-3
cpd:C17375	96023728		85414-25-1
cpd:C17376	96023729		85414-26-2
cpd:C17377	96023730	CHEMBL2115201 CHEMBL346183	
cpd:C17378	96023731		
cpd:C17379	96023732		1317-36-8
cpd:C17380	96023733		83-63-6
cpd:C17381	96023734		
cpd:C17382	96023735		5905-52-2
cpd:C17383	96023736		10124-43-3
cpd:C17384	96023737	CHEMBL447944	106-23-0
cpd:C17385	96023738		636-93-1
cpd:C17386	96023739		3251-56-7
cpd:C17387	96023740	CHEMBL443389	518-94-5
cpd:C17388	96023741		
cpd:C17389	96023742		16039-53-5
cpd:C17390	96023743		9003-29-6
cpd:C17391	96023744	CHEMBL495847	529-39-5
cpd:C17392	96023745		20548-54-3
cpd:C17393	96023746	CHEMBL3184988	11013-97-1
cpd:C17394	96023747	CHEMBL1983444	118117-31-0
cpd:C17395	96023748		
cpd:C17396	96023749		
cpd:C17397	96023750	CHEMBL2114194	63599-16-6
cpd:C17398	96023751		65322-98-7
cpd:C17399	96023752	CHEMBL1205319	79057-45-7
cpd:C17400	96023753		
cpd:C17401	96023754		
cpd:C17402	96023755		118-53-6
cpd:C17403	96023756		525-97-3
cpd:C17404	96023757		525-91-7
cpd:C17405	96023758	CHEMBL2105909	87-09-2
cpd:C17407	336445146	CHEMBL483	147127-20-6
cpd:C17409	96023759	CHEMBL506247	5424-20-4
cpd:C17410	96023760	CHEMBL1641859	58479-68-8
cpd:C17411	96023761	CHEMBL471812	523-01-3
cpd:C17412	96023762	CHEMBL9470	517-89-5
cpd:C17413	96023763		24502-78-1
cpd:C17414	96023764	CHEMBL9416	
cpd:C17415	96023765	CHEMBL267024	24502-79-2
cpd:C17416	96023766		
cpd:C17417	96023767		
cpd:C17418	96023768	CHEMBL1740920	446-95-7
cpd:C17419	96023769	CHEMBL155150 CHEMBL1762006	508-01-0
cpd:C17420	96023770	CHEMBL490989	6750-59-0
cpd:C17421	96023771		104033-83-2
cpd:C17422	96023772		595-14-2
cpd:C17423	96023773		65892-76-4
cpd:C17424	96023774		
cpd:C17425	96023775		728-61-0
cpd:C17426	96023776	CHEMBL464748	517-66-8
cpd:C17427	96023777		
cpd:C17428	96023778		
cpd:C17429	96023779	CHEMBL4176732	
cpd:C17430	96023780		
cpd:C17431	96023781		
cpd:C17432	96023782		
cpd:C17433	96023783		638-67-5
cpd:C17434	96023784		
cpd:C17435	96023785		
cpd:C17436	96023786		
cpd:C17437	96023787		
cpd:C17438	96023788		
cpd:C17439	96023789		
cpd:C17440	96023790		
cpd:C17441	96023791		
cpd:C17442	96023792		
cpd:C17443	96023793	CHEMBL1641861	
cpd:C17444	96023794	CHEMBL455667	
cpd:C17445	96023795		
cpd:C17446	96023796		
cpd:C17447	96023797	CHEMBL368712	81203-57-8
cpd:C17449	96023799	CHEMBL3939799 CHEMBL486017	29838-67-3
cpd:C17450	96023800		
cpd:C17451	96023801		
cpd:C17452	96023802		
cpd:C17453	163311801		
cpd:C17454	96023803		
cpd:C17455	96023804		
cpd:C17456	96023805		
cpd:C17457	163311802		39011-90-0
cpd:C17458	96023806	CHEMBL389895	18483-17-5
cpd:C17459	96023807		19885-10-0
cpd:C17460	96023808	CHEMBL2059712 CHEMBL421220	18649-93-9
cpd:C17461	96023809		
cpd:C17462	96023810		87827-55-2
cpd:C17463	96023811	CHEMBL203844 CHEMBL435229	468-89-3
cpd:C17464	96023812		
cpd:C17465	96023813		
cpd:C17466	96023814		
cpd:C17467	96023815	CHEMBL202132	623-05-2
cpd:C17468	96023816	CHEMBL1993106 CHEMBL453625	54522-52-0
cpd:C17469	96023817		
cpd:C17470	96023818		
cpd:C17471	96023819		
cpd:C17472	96023820		
cpd:C17473	96023821		
cpd:C17474	96023822		
cpd:C17475	96023823		
cpd:C17476	96023824		
cpd:C17477	96023825		
cpd:C17478	96023826	CHEMBL3184709	563-72-4
cpd:C17479	96023827	CHEMBL2334351	525-21-3
cpd:C17480	96023828	CHEMBL451518	486-21-5
cpd:C17482	96023829	CHEMBL1443379	19662-71-6
cpd:C17483	96023830	CHEMBL2059288	735-46-6
cpd:C17484	96023831		
cpd:C17485	163311803		1357-76-2
cpd:C17486	96023832	CHEMBL1179320	7224-66-0
cpd:C17487	96023833	CHEMBL1641860	
cpd:C17488	96023834		81678-18-4
cpd:C17489	96023835		
cpd:C17490	96023836		
cpd:C17491	96023837		
cpd:C17492	96023838		100347-96-4
cpd:C17493	96023839		13657-68-6
cpd:C17494	96023840	CHEMBL2272665	
cpd:C17495	96023841	CHEMBL1095671	23513-08-8
cpd:C17496	96023842	CHEMBL549472	23513-15-7
cpd:C17497	96023843	CHEMBL25894	122-48-5
cpd:C17498	96023844		115753-79-2
cpd:C17499	96023845	CHEMBL258939	88206-46-6
cpd:C17500	96023846		
cpd:C17501	96023847		
cpd:C17502	96023848		
cpd:C17503	96023849	CHEMBL1934194	
cpd:C17504	96023850		
cpd:C17505	96023851		2387-78-2
cpd:C17506	96023852		
cpd:C17507	96023853		105597-95-3
cpd:C17508	96023854		
cpd:C17509	96023855		
cpd:C17510	96023856		
cpd:C17512	96023857		
cpd:C17513	96023858	CHEMBL2311863	
cpd:C17514	96023859		
cpd:C17515	96023860		64317-66-4
cpd:C17516	96023861		
cpd:C17517	96023862	CHEMBL3184678	138-87-4
cpd:C17518	96023863		586-81-2
cpd:C17519	96023864		21233-18-1
cpd:C17520	96023865		
cpd:C17521	96023866	CHEMBL448796	66369-82-2
cpd:C17522	96023867		17489-40-6
cpd:C17523	96023868		17669-76-0
cpd:C17524	96023869		
cpd:C17525	96023870		58917-39-8
cpd:C17526	96023871	CHEMBL400632	
cpd:C17527	96023872	CHEMBL2003988	
cpd:C17528	96023873		
cpd:C17529	96023874	CHEMBL573336	
cpd:C17530	96023875	CHEMBL14079	79-20-9
cpd:C17531	96023876		78708-33-5
cpd:C17532	96023877		60589-06-2
cpd:C17533	96023878		
cpd:C17534	96023879		
cpd:C17535	96023880		10482-53-8
cpd:C17536	96023881		
cpd:C17537	96023882		
cpd:C17538	96023883	CHEMBL1651287	
cpd:C17539	96023884		29845-71-4
cpd:C17540	96023885	CHEMBL1773982	7518-22-1
cpd:C17541	96023886		
cpd:C17542	96023887		
cpd:C17543	96023888	CHEMBL488317	34367-04-9
cpd:C17544	96023889		
cpd:C17545	96023890		
cpd:C17546	96023891		
cpd:C17547	96023892	CHEMBL537960	
cpd:C17548	96023893		
cpd:C17549	96023894		
cpd:C17550	96023895		
cpd:C17551	96023896		
cpd:C17552	96023897		
cpd:C17553	96023898		11051-90-4
cpd:C17554	96023899		
cpd:C17555	96023900	CHEMBL553204	489-32-7
cpd:C17556	96023901		
cpd:C17557	96023902		
cpd:C17558	96023903		
cpd:C17559	96023904		
cpd:C17560	96023905		
cpd:C17561	96023906		
cpd:C17562	96023907		
cpd:C17563	96023908		
cpd:C17564	96023909		
cpd:C17565	96023910		
cpd:C17566	96023911		
cpd:C17567	96023912		
cpd:C17568	96023913	CHEMBL2251232	1065-31-2
cpd:C17569	96023914		2394-68-5
cpd:C17570	96023915		
cpd:C17571	96023916		
cpd:C17572	96023917		
cpd:C17573	96023918	CHEMBL2104642	11011-72-6
cpd:C17574	96023919		
cpd:C17575	96023920		
cpd:C17576	96023921		
cpd:C17577	96023922		
cpd:C17578	96023923		
cpd:C17579	96023924	CHEMBL267436	6379-56-2
cpd:C17580	96023925		72075-06-0
cpd:C17581	96023926		
cpd:C17582	96023927		
cpd:C17583	96023928		
cpd:C17584	96023929		50474-67-4
cpd:C17585	96023930	CHEMBL3549904 CHEMBL428032	34291-02-6
cpd:C17586	96023931	CHEMBL3301870 CHEMBL3549904	34291-03-7
cpd:C17587	96023932		
cpd:C17588	96023933		
cpd:C17589	96023934		
cpd:C17590	96023935	CHEMBL206452	
cpd:C17591	96023936	CHEMBL227965	
cpd:C17592	96023937	CHEMBL1425007	85-64-3
cpd:C17593	96023938	CHEMBL2355088	6899-73-6
cpd:C17594	96023939		6883-35-8
cpd:C17595	96023940	CHEMBL1449034	5629-60-7
cpd:C17596	96023941		4697-68-1
cpd:C17597	96023942	CHEMBL562222	5171-37-9
cpd:C17598	96023943		14019-66-0
cpd:C17599	96023944		6032-32-2
cpd:C17600	96023945	CHEMBL503913	
cpd:C17601	96023946	CHEMBL166223	497-23-4
cpd:C17602	96023947		20825-71-2
cpd:C17603	96023948		
cpd:C17604	96023949		
cpd:C17605	96023950		
cpd:C17606	96023951		
cpd:C17607	96023952		
cpd:C17608	96023953		
cpd:C17609	96023954		
cpd:C17610	96023955		
cpd:C17611	96023956	CHEMBL1318346	5617-92-5
cpd:C17612	96023957		
cpd:C17613	163311804		62687-22-3
cpd:C17614	96023958		
cpd:C17615	96023959	CHEMBL79129	
cpd:C17616	96023960		
cpd:C17617	96023961		
cpd:C17618	96023962		
cpd:C17619	96023963	CHEMBL3707362	63834-04-8
cpd:C17620	96023964	CHEMBL3707255	56084-15-2
cpd:C17621	96023965		
cpd:C17622	96023966		
cpd:C17623	96023967	CHEMBL366136	3391-90-0
cpd:C17624	96023968	CHEMBL290632	
cpd:C17625	96023969	CHEMBL3409094	
cpd:C17626	96023970	CHEMBL592373	
cpd:C17627	96023971		
cpd:C17628	96023972		
cpd:C17629	96023973	CHEMBL410924 CHEMBL411351	
cpd:C17631	96023975	CHEMBL540956 CHEMBL81478	
cpd:C17632	96023976	CHEMBL1213876	
cpd:C17633	96023977		
cpd:C17634	96023978		
cpd:C17635	96023979		
cpd:C17636	96023980		
cpd:C17637	96023981		
cpd:C17638	96023982		
cpd:C17639	96023983	CHEMBL38714 CHEMBL81753	29106-49-8
cpd:C17640	96023984	CHEMBL506487	12798-57-1
cpd:C17641	96023985		
cpd:C17642	96023986		
cpd:C17643	96023987		
cpd:C17644	96023988	CHEMBL1254416	2955-27-3
cpd:C17645	96023989		
cpd:C17646	96023990	CHEMBL410872	
