	KEGG	CAS	PUBCHEM	CHEBI	CHEMBL	SMILES
905	cpd:C15677	120500-15-4	47205003.0	80015	CHEMBL360089	C1=C(NN=C1)CNC(=O)C2=CC(=CN2)Cl
906	cpd:C15990		47205303.0	11369		C1=C(NN=C1)CNC(=O)C2=CSC(=C2)Br
907	cpd:C15763		47205089.0	80087		C1=C(NN=C1)CNC(=O)COC2=CC(=C(C=C2Cl)Cl)Cl
908	cpd:C15878		47205198.0	80149		C1=C(OC(=C1)Br)C(=O)NCC(=O)NCC2=CC=NN2
909	cpd:C15737	120853-15-8	47205063.0	80066		C1=C(OC(=C1)Br)C(=O)NCC2=CC=NN2
910	cpd:C10609	76540-48-2	12792.0	8182		C1=C(OC(=C1)[N+](=O)[O-])C(=O)N
911	cpd:C10391	480-81-9	12577.0	9108	CHEMBL523911	C1=C(OC(=C1)[N+](=O)[O-])C(=O)O
912	cpd:C10935	134-62-3	13118.0	7071	CHEMBL1453317	C1=C(OC(=C1)[N+](=O)[O-])C=CC(=NN=C(N)N)C=CC2=CC=C(O2)[N+](=O)[O-]
913	cpd:C10645	28233-35-4	12828.0	2903		C1=C(OC(=C1)[N+](=O)[O-])C=CC(=O)N
914	cpd:C11091	87-68-3	13273.0	5691	CHEMBL389950	C1=C(OC(=C1)[N+](=O)[O-])C=CC2=NNC(=O)O2
915	cpd:C10689	485-61-0	12872.0	5541	CHEMBL1371756	C1=C(OC(=C1)[N+](=O)[O-])C=CC=NNC(=O)N
916	cpd:C11062		13244.0	28522		C1=C(OC(=C1)[N+](=O)[O-])C=C[N+](=O)[O-]
917	cpd:C07633	53230-10-7	9835.0	63609 63681	CHEMBL172	C1=C(OC(=C1)[N+](=O)[O-])C=NN(CCO)C(=O)N
918	cpd:C11515		13685.0	15661		C1=C(OC(=C1)[N+](=O)[O-])C=NN=C(N)N
919	cpd:C11514		13684.0	15663		C1=C(OC(=C1)[N+](=O)[O-])C=NN=C(N)N.Cl
920	cpd:C10591	30891-90-8	12774.0	22	CHEMBL608813	C1=C(OC(=C1)[N+](=O)[O-])C=O
921	cpd:C11036	108-86-1	13219.0	3179	CHEMBL16068	C1=C(OC(=C1)[N+](=O)[O-])[N+](=O)[O-]
922	cpd:C00561		3841.0			C1=C(OC=C(C1=O)O)CN
923	cpd:C01021		4266.0	33856		C1=C(ONC1=O)CN
924	cpd:C15742		47205068.0	80070		C1=C(SC(=C1)Cl)C(=O)NCC2=CC=NN2
925	cpd:C16044		47205354.0	80266		C1=C(SC(=C1)S(=O)(=O)N)CCNC(=O)C2=CC(=CN2)Cl
926	cpd:C15931	108433-99-4	47205249.0	80186		C1=C(SC(=C1)S(=O)(=O)N)CCNC(=O)C2=CC=C(O2)Br
927	cpd:C16045		47205355.0	80267		C1=C(SC(=C1)S(=O)(=O)N)CCNC(=O)C2=CC=C(S2)Cl
928	cpd:C06247		8486.0	5367		C1=C(SC(=N1)N)[N+](=O)[O-]
929	cpd:C02985		5894.0	12387 28319		C1=C2C(=CC(=C1Cl)Cl)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O
930	cpd:C02560	2466-76-4	5560.0	16984	CHEMBL1592087	C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)NC(N2)C(Cl)Cl
931	cpd:C04308		6966.0	17152 52332		C1=C2C(=CC3=C1C(=O)OC3=O)C(=O)OC2=O
932	cpd:C07753	122647-31-8	9955.0	5856	CHEMBL533	C1=C2C(=NC(=N1)N)N=CN2
933	cpd:C01469		4644.0	35239		C1=C2C(=NC(=O)NC2=O)NN1
934	cpd:C04365		7009.0			C1=C2C=C(C=C(C2=C(C=C1S(=O)(=O)O)N)O)S(=O)(=O)O
935	cpd:C06083	2130-17-8	8349.0	9493	CHEMBL485801	C1=C2C=C(C=C(C2=CC(=C1S(=O)(=O)O)N)S(=O)(=O)O)S(=O)(=O)O
936	cpd:C09652	887-08-1	11842.0	4329		C1=CC(=C(C(=C1)Br)Br)Br
937	cpd:C09657	16060-78-9	11847.0	4365		C1=CC(=C(C(=C1)Br)O)Br
938	cpd:C09096	55306-11-1	11288.0	5514		C1=CC(=C(C(=C1)C(=O)O)C(=O)O)C(=O)O
939	cpd:C09622	54986-75-3	11812.0	3159	CHEMBL476877	C1=CC(=C(C(=C1)C(=O)O)O)C(=O)O
940	cpd:C02808		5758.0	2413		C1=CC(=C(C(=C1)Cl)C(=O)O)Cl
941	cpd:C03948		6671.0	27828		C1=CC(=C(C(=C1)Cl)C(Cl)Cl)Cl
942	cpd:C00217	6893-26-1	3517.0	15966	CHEMBL76232	C1=CC(=C(C(=C1)Cl)C=NN=C(N)N)Cl
943	cpd:C04033	18512-30-6	6737.0	18365		C1=CC(=C(C(=C1)Cl)C=O)Cl
944	cpd:C00219	506-32-1	3519.0	15843	CHEMBL15594	C1=CC(=C(C(=C1)Cl)CC(=O)N=C(N)N)Cl
945	cpd:C15752	12710-02-0	47205078.0	80080		C1=CC(=C(C(=C1)Cl)CC(=O)NCC2=CC=NN2)Cl
946	cpd:C15735	81120-74-3	47205061.0	80064	CHEMBL501924	C1=CC(=C(C(=C1)Cl)CC(=O)NCC2=CC=NN2)F
947	cpd:C00477	3604-87-3	3760.0	16688	CHEMBL1456897 CHEMBL549300	C1=CC(=C(C(=C1)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl
948	cpd:C15734	81120-73-2	47205060.0	80063	CHEMBL448385	C1=CC(=C(C(=C1)Cl)Cl)C(=O)NCC2=CC=NN2
949	cpd:C00603		3878.0	15412		C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N
950	cpd:C04223		6895.0	18429		C1=CC(=C(C(=C1)Cl)Cl)Cl
951	cpd:C09654	518-34-3	11844.0	49	CHEMBL176045 CHEMBL504958	C1=CC(=C(C(=C1)Cl)Cl)N
952	cpd:C09142	480-26-2	11334.0	3930	CHEMBL119096 CHEMBL456244	C1=CC(=C(C(=C1)Cl)Cl)O
953	cpd:C09656	16623-56-6	11846.0	9512	CHEMBL506593	C1=CC(=C(C(=C1)Cl)N)Cl
954	cpd:C04229	40716-80-1	6899.0	28162	CHEMBL74074	C1=CC(=C(C(=C1)Cl)O)Cl
955	cpd:C09593	521-40-4	11784.0	7482		C1=CC(=C(C(=C1)Cl)O)[N+](=O)[O-]
956	cpd:C13696	57376-72-4	586285.0	33991		C1=CC(=C(C(=C1)Cl)OC(=O)C=CC2=CC=CS2)Cl
957	cpd:C09140	31570-39-5	11332.0	7501 82800	CHEMBL518765	C1=CC(=C(C(=C1)Cl)OCC(=O)O)Cl
958	cpd:C11751	47747-56-8	13916.0	9391	CHEMBL1619785	C1=CC(=C(C(=C1)Cl)[N+](=O)[O-])C2=CNC=C2Cl
959	cpd:C09568	39815-40-2	11759.0	10553		C1=CC(=C(C(=C1)Cl)[N+](=O)[O-])Cl
960	cpd:C07594	121-21-1	9796.0	27815	CHEMBL563221	C1=CC(=C(C(=C1)F)C(=O)O)F
961	cpd:C01046		4288.0	16440		C1=CC(=C(C(=C1)F)CNC(=O)C2=CC=C(C=C2)S(=O)(=O)N)F
962	cpd:C09655	5373-42-2	11845.0	9509	CHEMBL507100	C1=CC(=C(C(=C1)I)I)I
963	cpd:C07128	57-42-1	9338.0	6754	CHEMBL607	C1=CC(=C(C(=C1)O)C(=O)O)O
964	cpd:C09621	23089-26-1	11811.0	125	CHEMBL1096927	C1=CC(=C(C(=C1)O)N)C(=O)C[C@@H](C(=O)O)N
965	cpd:C09569	77410-37-8	11760.0	6531		C1=CC(=C(C(=C1)O)[N+](=O)[O-])O
966	cpd:C03349	3687-18-1	6191.0	1457	CHEMBL149082	C1=CC(=C(C(=C1)O)[N+](=O)[O-])[N+](=O)[O-]
967	cpd:C09624	6391-64-6	11814.0	8886	CHEMBL1170881	C1=CC(=C(C(=C1)[N+](=O)[O-])Cl)[N+](=O)[O-]
968	cpd:C04118	483-34-1	6807.0	17772	CHEMBL2334891	C1=CC(=C(C(=C1)[N+](=O)[O-])O)C(=O)O
969	cpd:C09120	29444-03-9	11312.0	6086	CHEMBL2402276	C1=CC(=C(C(=C1)[N+](=O)[O-])O)[N+](=O)[O-]
970	cpd:C02843		5783.0	33184		C1=CC(=C(C(=C1C(=O)O)Cl)Cl)Cl
971	cpd:C09684	6753-98-6	11874.0	5768	CHEMBL251280	C1=CC(=C(C(=C1C(=O)O)O)O)O
972	cpd:C02809		5759.0	16959	CHEMBL1665	C1=CC(=C(C(=C1Cl)C(=O)O)Cl)Cl
973	cpd:C04116		6805.0	1934		C1=CC(=C(C(=C1Cl)CC(=O)O)Cl)Cl
974	cpd:C10277	5096-49-1	12463.0	2697		C1=CC(=C(C(=C1Cl)Cl)Cl)Cl
975	cpd:C11446		13618.0	1826		C1=CC(=C(C(=C1Cl)O)Cl)Cl
976	cpd:C08891	16683-27-5	11084.0	3863		C1=CC(=C(C(=C1F)F)F)F
977	cpd:C10279	1354-37-6	12465.0	2722		C1=CC(=C(C(=C1I)I)I)I
978	cpd:C10278	723-78-4	12464.0	7666		C1=CC(=C(C(=C1N)Cl)Cl)Cl
979	cpd:C08417	499-30-9	10613.0	5413 79347		C1=CC(=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])O
980	cpd:C19284	100-75-4	124489956.0	76324	CHEMBL165244	C1=CC(=C(C=C1/C=C/C(=O)O)O[C@H]2[C@H]([C@@H]([C@H]([C@@H](O2)CO)O)O)O)O
981	cpd:C09814	100-47-0	12002.0	27991	CHEMBL15819	C1=CC(=C(C=C1Br)Br)Br
982	cpd:C09707	24394-14-7	11896.0	28205	CHEMBL3594247	C1=CC(=C(C=C1Br)Br)C(=O)O
983	cpd:C09816		12004.0	16054 41241	CHEMBL259621	C1=CC(=C(C=C1Br)Br)N
984	cpd:C09817		12005.0	10970 3060		C1=CC(=C(C=C1Br)Br)O
985	cpd:C08469	313-67-7	10662.0	2825	CHEMBL93353	C1=CC(=C(C=C1Br)C(=O)C(=O)C2=C(C=CC(=C2)Br)O)O
986	cpd:C15759	11048-97-8	47205085.0	43005	CHEMBL1979887	C1=CC(=C(C=C1Br)C(=O)NCC2=CC=NN2)Cl
987	cpd:C15788		47205113.0			C1=CC(=C(C=C1Br)C(=O)NCC2=CC=NN2)F
988	cpd:C09701	2212-99-9	11891.0	6692	CHEMBL1986451	C1=CC(=C(C=C1Br)C(=O)O)Br
989	cpd:C04314		6972.0	15561 44343		C1=CC(=C(C=C1Br)C(=O)O)O
990	cpd:C11485	787-93-9	13655.0	6342	CHEMBL22916	C1=CC(=C(C=C1C#N)[N+](=O)[O-])Cl
991	cpd:C09786	485-43-8	11974.0	5967		C1=CC(=C(C=C1C(=N)N)Br)OCCCOC2=C(C=C(C=C2)C(=N)N)Br
992	cpd:C09785	550-45-8	11973.0	25		C1=CC(=C(C=C1C(=N)N)Br)OCCCOC2=C(C=C(C=C2)C(=N)N)Br.C(CS(=O)(=O)O)O
993	cpd:C08159	120511-73-1	10359.0	2704	CHEMBL1399	C1=CC(=C(C=C1C(=O)CN)O)O
994	cpd:C15747		47205073.0	80075		C1=CC(=C(C=C1C(=O)NCC2=CC=NN2)Cl)Cl
995	cpd:C13711		586300.0	35010	CHEMBL170539	C1=CC(=C(C=C1C(=O)NN)O)O
996	cpd:C08515	668-63-3	10708.0	2548	CHEMBL250866	C1=CC(=C(C=C1C(=O)O)C(=O)O)C(=O)O
997	cpd:C10304	6029-87-4	12490.0	5187		C1=CC(=C(C=C1C(=O)O)C(=O)O)O
998	cpd:C02886	24425-56-7	5817.0	27704	CHEMBL345292	C1=CC(=C(C=C1C(=O)O)Cl)Cl
999	cpd:C08161	50-41-9	10361.0		CHEMBL1213137	C1=CC(=C(C=C1C(=O)O)I)F
1000	cpd:C04750		7320.0	16117 22783		C1=CC(=C(C=C1C(=O)O)[N+](=O)[O-])Cl
1001	cpd:C09846	121-20-0	12033.0	3707		C1=CC(=C(C=C1C(=O)O)[N+](=O)[O-])O
1002	cpd:C08516	6874-70-0	10709.0	2623		C1=CC(=C(C=C1C(=O)O)[N+](=O)[O-])[N+](=O)[O-]
1003	cpd:C03017		5923.0	28867	CHEMBL2074916	C1=CC(=C(C=C1C(CN)O)O)O.Cl
1004	cpd:C02882		5813.0			C1=CC(=C(C=C1C(CN)O)O)O.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O
1005	cpd:C00315	124-20-9	3609.0	16610	CHEMBL19612	C1=CC(=C(C=C1C(CNCCCCCCNCC(C2=CC(=C(C=C2)O)O)O)O)O)O
1006	cpd:C07279	121769-90-2	9488.0	1018		C1=CC(=C(C=C1C(C[NH3+])O)O)O.[Cl-]
1007	cpd:C07272	541-59-3	9481.0	16072	CHEMBL387762	C1=CC(=C(C=C1C(F)(F)F)Cl)Cl
1008	cpd:C06232		8475.0	36264		C1=CC(=C(C=C1C(F)(F)F)N)Cl
1009	cpd:C06216		8462.0	3524		C1=CC(=C(C=C1C(F)(F)F)[N+](=O)[O-])Cl
1010	cpd:C15390		17396387.0	79891		C1=CC(=C(C=C1C(F)(F)F)[N+](=O)[O-])NCCNC(=O)CCN2C=CN=C2
1011	cpd:C11154	52128-35-5	13336.0	9737	CHEMBL119	C1=CC(=C(C=C1C(F)(F)F)[N+](=O)[O-])SSC2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-]
1012	cpd:C02289	529-01-1	5345.0	6041		C1=CC(=C(C=C1C2(C3=C(C(=C(C(=C3Br)Br)Br)Br)C(=O)O2)C4=CC(=C(C=C4)O)S(=O)(=O)O)S(=O)(=O)O)O
1013	cpd:C03462		6282.0	29076		C1=CC(=C(C=C1C2(C3=C(C(=C(C(=C3Br)Br)Br)Br)C(=O)O2)C4=CC(=C(C=C4)O)S(=O)(=O)[O-])S(=O)(=O)[O-])O.[Na+].[Na+]
1014	cpd:C04441		7070.0	73995		C1=CC(=C(C=C1C2=CC(=C(C=C2)N)Cl)Cl)N
1015	cpd:C09745	18444-79-6	11933.0	10448		C1=CC(=C(C=C1C2=CC(=C(C=C2)N)Cl)Cl)N.Cl.Cl
1016	cpd:C04442		7071.0	15925	CHEMBL1162150	C1=CC(=C(C=C1C2=CC(=C(C=C2)N)N)N)N
1017	cpd:C06538	442-51-3	8768.0	28121	CHEMBL269538	C1=CC(=C(C=C1C=O)O)O
1018	cpd:C03451		6272.0	15694		C1=CC(=C(C=C1CC(C(=O)O)N)I)O
1019	cpd:C02003		5099.0	16366 38695		C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O
1020	cpd:C05119		7543.0	27462		C1=CC(=C(C=C1CC2=CC(=C(C=C2)N)Cl)Cl)N
1021	cpd:C07752	66376-36-1	9954.0	2567	CHEMBL870	C1=CC(=C(C=C1CCNC2=CC(=NC=C2)N)O)O
1022	cpd:C05204	131-10-2	7609.0	50400		C1=CC(=C(C=C1CCl)Cl)Cl
1023	cpd:C08959	37838-43-0	11151.0	6713		C1=CC(=C(C=C1CON)O)Br
1024	cpd:C07165	306-52-5	9374.0	9695	CHEMBL1201317	C1=CC(=C(C=C1CON)OP(=O)(O)O)Br
1025	cpd:C03162		6047.0			C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O
1026	cpd:C15898		47205217.0	62505		C1=CC(=C(C=C1Cl)Br)OCC(=O)NCC2=CC=NN2
1027	cpd:C15751	87099-85-2	47205077.0	80079	CHEMBL1702321	C1=CC(=C(C=C1Cl)C(=O)NCC2=CC=NN2)O
1028	cpd:C04305		6964.0	21745		C1=CC(=C(C=C1Cl)C(=O)O)C(=O)O
1029	cpd:C02845	78-93-3	5784.0	28398	CHEMBL15849	C1=CC(=C(C=C1Cl)C(=O)O)Cl
1030	cpd:C10290	74161-27-6	12476.0	2373		C1=CC(=C(C=C1Cl)C(=O)O)N
1031	cpd:C00469	64-17-5	3752.0	16236	CHEMBL545	C1=CC(=C(C=C1Cl)C2=NC(=NC(=N2)N)N)Cl
1032	cpd:C10295	88899-62-1	12481.0	2614		C1=CC(=C(C=C1Cl)C=O)O
1033	cpd:C02466	13566-25-1	5482.0	16517 27122	CHEMBL1620743	C1=CC(=C(C=C1Cl)Cl)C(CN2C=CN=C2)OCC3=C(SC=C3)Cl
1034	cpd:C11225	70563-58-5	13404.0	5674	CHEMBL1404366	C1=CC(=C(C=C1Cl)Cl)C=O
1035	cpd:C15758		47205084.0	80085		C1=CC(=C(C=C1Cl)Cl)CC(=O)NCC2=CC=NN2
1036	cpd:C04622		7212.0	15660	CHEMBL259747	C1=CC(=C(C=C1Cl)Cl)CCl
1037	cpd:C04763		7330.0			C1=CC(=C(C=C1Cl)Cl)CN(CCO)C(=O)C(Cl)Cl
1038	cpd:C00937		4189.0	17167		C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl
1039	cpd:C01445		4623.0	8290		C1=CC(=C(C=C1Cl)Cl)CON=C(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl
1040	cpd:C08931	17304-24-4	11123.0	2994	CHEMBL487606	C1=CC(=C(C=C1Cl)Cl)N
1041	cpd:C06199	539-15-1	8449.0	5764	CHEMBL505789	C1=CC(=C(C=C1Cl)Cl)O
1042	cpd:C06194		8444.0	28181		C1=CC(=C(C=C1Cl)Cl)OCCO
1043	cpd:C04619		7209.0			C1=CC(=C(C=C1Cl)Cl)OCCOP(OCCOC2=C(C=C(C=C2)Cl)Cl)OCCOC3=C(C=C(C=C3)Cl)Cl
1044	cpd:C06469	114-04-5	8701.0	7539		C1=CC(=C(C=C1Cl)Cl)OCCOS(=O)(=O)O
1045	cpd:C18546	1689-83-4	124489220.0	81821	CHEMBL509523	C1=CC(=C(C=C1Cl)Cl)[C@@H](C(F)(F)F)Br
1046	cpd:C18547	188425-85-6	124489221.0	81822	CHEMBL1076544	C1=CC(=C(C=C1Cl)Cl)[C@H](C(F)(F)F)Br
1047	cpd:C09710	22489-40-3	11899.0	8216		C1=CC(=C(C=C1Cl)Cl)[N+](=O)[O-]
1048	cpd:C04681		7262.0			C1=CC(=C(C=C1Cl)N)Cl
1049	cpd:C04682		7263.0			C1=CC(=C(C=C1Cl)N)N
1050	cpd:C04684		7265.0	10586		C1=CC(=C(C=C1Cl)N)O
1051	cpd:C09812		12000.0	28169		C1=CC(=C(C=C1Cl)N)S
1052	cpd:C02567	25593-72-0	5564.0	17312	CHEMBL131004	C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl
1053	cpd:C09711	100288-36-6	11900.0	8236		C1=CC(=C(C=C1Cl)O)[N+](=O)[O-]
1054	cpd:C06392		8628.0	27486		C1=CC(=C(C=C1Cl)S(=O)(=O)O)N
1055	cpd:C04322	2906-39-0	6977.0	1372 15893	CHEMBL1161508	C1=CC(=C(C=C1Cl)[N+](=O)[O-])Cl
1056	cpd:C04324		6979.0	17424		C1=CC(=C(C=C1Cl)[N+](=O)[O-])N
1057	cpd:C04327		6980.0	17857		C1=CC(=C(C=C1Cl)[N+](=O)[O-])O
1058	cpd:C09811		11999.0	28005		C1=CC(=C(C=C1Cl)[NH3+])S.[Cl-]
1059	cpd:C15780		47205105.0	52972		C1=CC(=C(C=C1F)Br)C(=O)NCC2=CC=NN2
1060	cpd:C15697		47205023.0	80031		C1=CC(=C(C=C1F)Br)OCC(=O)NCC2=CC=NN2
1061	cpd:C15764		47205090.0	87399	CHEMBL1979402	C1=CC(=C(C=C1F)Cl)C(=O)NCC2=CC=NN2
1062	cpd:C15980		47205293.0	90222		C1=CC(=C(C=C1F)Cl)OCC(=O)NCC2=CC=NN2
1063	cpd:C00065	56-45-1	3365.0	17115	CHEMBL11298	C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O
1064	cpd:C07506	298-50-0	9709.0	8481	CHEMBL1180725	C1=CC(=C(C=C1F)F)N
1065	cpd:C16302		47205610.0	80436		C1=CC(=C(C=C1F)F)NC(=O)C2=CC=C(O2)S(=O)(=O)N
1066	cpd:C15232	12122-67-7	17396229.0	52498	CHEMBL1411246	C1=CC(=C(C=C1F)NS(=O)(=O)C2=C(C=CC(=C2)Br)Br)C(=O)O
1067	cpd:C06131		8388.0			C1=CC(=C(C=C1I)C(=O)O)O
1068	cpd:C00817		4075.0	17360 46644		C1=CC(=C(C=C1N)C(=O)O)O
1069	cpd:C04676	4416-57-3	7257.0	18084		C1=CC(=C(C=C1N)Cl)Cl
1070	cpd:C07505	77-67-8	9708.0	4887	CHEMBL696	C1=CC(=C(C=C1N)Cl)F
1071	cpd:C09810		11998.0	28443		C1=CC(=C(C=C1N)Cl)N
1072	cpd:C09809		11997.0	27610		C1=CC(=C(C=C1N)Cl)N.Cl.Cl
1073	cpd:C04685	14152-28-4	7266.0	15545	CHEMBL1084644	C1=CC(=C(C=C1N)N)O
1074	cpd:C06484		8715.0	28059		C1=CC(=C(C=C1N)N)O.Cl.Cl
1075	cpd:C01477	520-36-5	4649.0	18388	CHEMBL28	C1=CC(=C(C=C1N)O)C(=O)O
1076	cpd:C06070	69098-42-6	8337.0	5968		C1=CC(=C(C=C1N)S(=O)(=O)O)C2=C(C=C(C=C2)N)S(=O)(=O)O
1077	cpd:C03944		6668.0	4572		C1=CC(=C(C=C1N)S(=O)(=O)O)C=CC2=C(C=C(C=C2)N)S(=O)(=O)O
1078	cpd:C10291	6003-11-8	12477.0	2575	CHEMBL451977	C1=CC(=C(C=C1N)[N+](=O)[O-])Cl
1079	cpd:C01063		4302.0	15504		C1=CC(=C(C=C1N2C(=O)C=CC2=O)O)C(=O)O
1080	cpd:C05202		7607.0	17079		C1=CC(=C(C=C1N=C=O)Cl)Cl
1081	cpd:C12240		14385.0	31525		C1=CC(=C(C=C1NC(=O)C2=CC(=CC(=C2O)Cl)Cl)Cl)Cl
1082	cpd:C00623	5746-57-6	3896.0	16221		C1=CC(=C(C=C1NCC2=C(C=CC(=C2)O)O)C(=O)O)O
1083	cpd:C09815	55-21-0	12003.0	28179	CHEMBL267373	C1=CC(=C(C=C1O)Br)Br
1084	cpd:C09691	118-65-0	11881.0	5993	CHEMBL448700	C1=CC(=C(C=C1O)C(=O)O)C(=O)O
1085	cpd:C00169	590-55-6	3469.0	17672	CHEMBL369105	C1=CC(=C(C=C1O)C(=O)O)O
1086	cpd:C09692	37841-91-1	11882.0	6070	CHEMBL518292	C1=CC(=C(C=C1O)C(=O)O)[N+](=O)[O-]
1087	cpd:C04266		6931.0	27516		C1=CC(=C(C=C1O)C(F)(F)F)[N+](=O)[O-]
1088	cpd:C04677	3031-94-5	7258.0	18406	CHEMBL483849	C1=CC(=C(C=C1O)Cl)Cl
1089	cpd:C06335	121-57-3	8571.0	27500	CHEMBL1566888	C1=CC(=C(C=C1O)O)C(=O)C2=C(C=C(C=C2)O)O
1090	cpd:C13453	8066-07-7	586193.0	32304		C1=CC(=C(C=C1O)O)C(=O)CSC2=NC=NN2
1091	cpd:C04623	50-29-3	7213.0	16130	CHEMBL416898	C1=CC(=C(C=C1O)O)C=O
1092	cpd:C08594	512-29-8	10787.0	5087		C1=CC(=C(C=C1O)O)O
1093	cpd:C09156	4835-65-8	11348.0	4810		C1=CC(=C(C=C1O)[N+](=O)[O-])[N+](=O)[O-]
1094	cpd:C02867		5803.0	7757		C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(=O)O)I)I)O
1095	cpd:C00664		3933.0	15639		C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(C(=O)[O-])N)I)I)O
1096	cpd:C02868	480-56-8	5804.0	15871	CHEMBL1451874	C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CCC(=O)O)I)I)O
1097	cpd:C09304	26931-87-3	11495.0	2851		C1=CC(=C(C=C1OCC(=O)O)Cl)Cl
1098	cpd:C07189	582-24-1	9398.0	28341		C1=CC(=C(C=C1S(=O)(=O)C2=CC(=C(C=C2)F)[N+](=O)[O-])[N+](=O)[O-])F
1099	cpd:C04822		7383.0	15629		C1=CC(=C(C=C1S(=O)(=O)Cl)Cl)Cl
1100	cpd:C04755		7324.0			C1=CC(=C(C=C1S(=O)(=O)N)[N+](=O)[O-])Cl
1101	cpd:C04303		6962.0	15766		C1=CC(=C(C=C1S(=O)(=O)O)C(=O)O)C(=O)O
1102	cpd:C04752		7322.0	16629		C1=CC(=C(C=C1S(=O)(=O)O)C(=O)O)O
1103	cpd:C04824		7385.0	16942	CHEMBL328132	C1=CC(=C(C=C1S(=O)(=O)O)N)O
1104	cpd:C01250		4470.0	16319 29123		C1=CC(=C(C=C1S(=O)(=O)O)S(=O)(=O)O)NC(=O)C2=CC(=CC(=C2)NC(=O)NC3=CC(=CC(=C3)C(=O)NC4=C(C=C(C=C4)S(=O)(=O)O)S(=O)(=O)O)C(=O)NC5=C(C=C(C=C5)S(=O)(=O)O)S(=O)(=O)O)C(=O)NC6=C(C=C(C=C6)S(=O)(=O)O)S(=O)(=O)O
1105	cpd:C01249		4469.0	17109		C1=CC(=C(C=C1S(=O)(=O)[O-])S(=O)(=O)[O-])NC(=O)C2=CC(=CC(=C2)NC(=O)NC3=CC(=CC(=C3)C(=O)NC4=C(C=C(C=C4)S(=O)(=O)[O-])S(=O)(=O)[O-])C(=O)NC5=C(C=C(C=C5)S(=O)(=O)[O-])S(=O)(=O)[O-])C(=O)NC6=C(C=C(C=C6)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]
1106	cpd:C03427		6254.0	17090		C1=CC(=C(C=C1SSC2=CC(=C(C=C2)[N+](=O)[O-])C(=O)O)C(=O)O)[N+](=O)[O-]
1107	cpd:C08617	464-92-6	10810.0	2873	CHEMBL1488520 CHEMBL278622 CHEMBL404313	C1=CC(=C(C=C1[As](=O)(O)O)NCS(=O)O)O
1108	cpd:C02008	57744-69-1	5104.0	17099		C1=CC(=C(C=C1[As](=O)(O)O)[N+](=O)[O-])O
1109	cpd:C08616	559-70-6	10809.0	10352	CHEMBL455098	C1=CC(=C(C=C1[As](=O)(O)[O-])NCS(=O)[O-])O.[Na+].[Na+]
1110	cpd:C08652	1154-78-5	10845.0	6584	CHEMBL1275834	C1=CC(=C(C=C1[As]=O)N)O
1111	cpd:C08651	486-24-8	10844.0	6412	CHEMBL3799890	C1=CC(=C(C=C1[As]=O)N)O.Cl
1112	cpd:C06545	546-06-5	8775.0	27965	CHEMBL191703	C1=CC(=C(C=C1[As]=[As]C2=CC(=C(C=C2)O)N)N)O
1113	cpd:C06544	71-62-5	8774.0	28051	CHEMBL3138734 CHEMBL439496	C1=CC(=C(C=C1[As]=[As]C2=CC(=C(C=C2)O)N)N)O.Cl.Cl
1114	cpd:C08654	65601-04-9	10847.0	2414		C1=CC(=C(C=C1[Hg])Cl)O
1115	cpd:C08653	88399-23-9	10846.0	6665		C1=CC(=C(C=C1[Hg])Cl)O.O
1116	cpd:C09845	97-12-1	12032.0	3706		C1=CC(=C(C=C1[N+](=O)[O-])C(=O)O)N
1117	cpd:C04748		7318.0	15818		C1=CC(=C(C=C1[N+](=O)[O-])C(=O)O)O
1118	cpd:C09689	494-23-5	11879.0	5955		C1=CC(=C(C=C1[N+](=O)[O-])C(=O)O)[N+](=O)[O-]
1119	cpd:C10861	526-13-6	13044.0	6800		C1=CC(=C(C=C1[N+](=O)[O-])CBr)O
1120	cpd:C04898		7448.0	7764		C1=CC(=C(C=C1[N+](=O)[O-])Cl)C(=O)O
1121	cpd:C04891		7443.0	16198		C1=CC(=C(C=C1[N+](=O)[O-])Cl)Cl
1122	cpd:C09888	72049-07-1	12074.0	6721		C1=CC(=C(C=C1[N+](=O)[O-])Cl)O
