	KEGG	CAS	PUBCHEM	CHEBI	CHEMBL	SMILES
271	cpd:C07180	91-81-6	9389.0	9741	CHEMBL1241	C(C(C(C(C(C(F)(F)Br)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F
272	cpd:C00957	2464-23-5	4208.0	16208		C(C(C(C(C(CBr)O)O)O)O)Br
273	cpd:C08066	64872-77-1	10266.0	3241	CHEMBL1200398	C(C(C(C(C(CO)O)O)O)O)N
274	cpd:C07671	76712-82-8	9873.0	5739	CHEMBL1201255	C(C(C(C(C(F)(F)Br)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F
275	cpd:C07178	138-56-7	9387.0	27796	CHEMBL1201256	C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F
276	cpd:C07437	86-34-0	9641.0	8079	CHEMBL797	C(C(C(C(C(F)F)(F)F)(F)F)(F)F)O
277	cpd:C07346	53-39-4	9553.0		CHEMBL1200436	C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F
278	cpd:C07435	59-96-1	9639.0	8077	CHEMBL753	C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F
279	cpd:C07577	42542-10-9	9780.0	1391	CHEMBL43048	C(C(C(C(F)(F)F)(F)F)(F)F)N=C=O
280	cpd:C07573	103-12-8	9776.0	8464	CHEMBL488279	C(C(C(C(F)(F)F)(F)F)(F)F)O
281	cpd:C08150	71-58-9	10350.0	6716	CHEMBL717	C(C(C(CO)O)O)C(C(=O)O)O
282	cpd:C06778		8998.0	722		C(C(C(CO)O)O)O
283	cpd:C09486	38114-47-5	11677.0	6029		C(C(C(Cl)(Cl)Cl)(Cl)Cl)(Cl)Cl
284	cpd:C11343	89-73-6	13518.0	45615	CHEMBL309339	C(C(C(F)(F)F)(C(F)(F)F)O)(C(F)(F)F)(C(F)(F)F)O
285	cpd:C10492	96574-01-5	12675.0	9017	CHEMBL457077	C(C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F
286	cpd:C09488	5938-03-4	11679.0	6077	CHEMBL1644108	C(C(C(F)(F)F)(F)F)(C(F)(F)F)(C(F)(F)F)F
287	cpd:C07434	50-06-6	9638.0	8069	CHEMBL40	C(C(C(F)(F)F)(F)F)(C(F)(F)F)(F)F
288	cpd:C07188	52-53-9	9397.0	77733 9948	CHEMBL6966	C(C(C(F)(F)F)(F)F)(C(N(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
289	cpd:C10441	93451-44-6	12625.0	1945		C(C(C(F)(F)F)(F)F)(Cl)Br
290	cpd:C07670	135062-02-1	9872.0	8805	CHEMBL1272	C(C(C(F)(F)F)(F)F)O
291	cpd:C07356	21256-18-8	9561.0	7822	CHEMBL1071	C(C(C(F)(F)F)Cl)Cl
292	cpd:C03663	89-84-9	6441.0	18414	CHEMBL243374	C(C(C(F)F)(F)F)O
293	cpd:C04706	115793-61-8	7279.0	16211		C(C(CBr)Br)Br
294	cpd:C04707		7280.0	15547	CHEMBL1447369	C(C(CBr)Br)Cl
295	cpd:C04708		7281.0	16994		C(C(CBr)Br)O
296	cpd:C04715	6811-35-4	7287.0	15574		C(C(CBr)O)Br
297	cpd:C04713		7285.0	15819		C(C(CCl)Cl)Cl
298	cpd:C09830	14941-08-3	12018.0	66773	CHEMBL451050	C(C(CCl)Cl)O
299	cpd:C03789		6538.0	17316		C(C(CCl)Cl)OP(=O)(OCC(CCl)Cl)OCC(CCl)Cl
300	cpd:C04717	33964-75-9	7289.0	15655	CHEMBL1229641	C(C(CCl)O)Cl
301	cpd:C04718		7290.0	29064		C(C(CCl)O)O
302	cpd:C03740		6503.0	17690		C(C(CO)(CO)N)O
303	cpd:C03762		6519.0	27501		C(C(COC(C(Cl)(Cl)Cl)O)(COC(C(Cl)(Cl)Cl)O)COC(C(Cl)(Cl)Cl)O)OC(C(Cl)(Cl)Cl)O
304	cpd:C03761	503-49-1	6518.0	16831 17325	CHEMBL50444	C(C(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-])O[N+](=O)[O-]
305	cpd:C10025	21967-41-9	12211.0	2981	CHEMBL485818	C(C(CO[N+](=O)[O-])O)O
306	cpd:C10014	64309-19-9	12200.0	9063		C(C(CO[N+](=O)[O-])O)O[N+](=O)[O-]
307	cpd:C01291		4510.0	15480		C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-]
308	cpd:C03511		6321.0	29153		C(C(CS(=O)(=O)O)S)S
309	cpd:C04719		7291.0	17770	CHEMBL1086418	C(C(CS)O)O
310	cpd:C03617		6401.0	16417		C(C(Cl)(Cl)Br)Br
311	cpd:C09487	10092-04-3	11678.0	6064		C(C(Cl)(Cl)Cl)(C(Cl)(Cl)Cl)(Cl)Cl
312	cpd:C03636		6419.0			C(C(Cl)(Cl)Cl)(Cl)Cl
313	cpd:C03645		6426.0	37572		C(C(Cl)(Cl)Cl)(F)(F)Cl
314	cpd:C07431	156-51-4	9635.0	8061	CHEMBL1200895	C(C(Cl)(Cl)Cl)(F)(F)F
315	cpd:C06042		8313.0			C(C(Cl)(Cl)Cl)(NC(=O)NC(C(Cl)(Cl)Cl)O)O
316	cpd:C10232	58690-20-3	12418.0	6065		C(C(Cl)(Cl)Cl)Cl
317	cpd:C05980		8259.0	28494		C(C(Cl)(Cl)Cl)O
318	cpd:C02565		5563.0	16354		C(C(Cl)(Cl)Cl)OP(=O)(O)O
319	cpd:C19290	136-40-3	124489962.0	71419	CHEMBL1201022	C(C(Cl)(Cl)Cl)O[C@H]1[C@H]([C@@H]([C@H]([C@@H](O1)C(=O)O)O)O)O
320	cpd:C03855		6591.0	17495	CHEMBL1170856	C(C(Cl)Cl)(Cl)Cl
321	cpd:C07463	50679-08-8	9666.0	9453	CHEMBL17157	C(C(Cl)Cl)(F)Cl
322	cpd:C10509	486-62-4	12692.0	7775	CHEMBL465980	C(C(Cl)Cl)Br
323	cpd:C03832		6574.0	18184	CHEMBL3544552	C(C(Cl)Cl)Cl
324	cpd:C09527	55306-08-6	11718.0	8041	CHEMBL1172884	C(C(Cl)Cl)O
325	cpd:C07430	51-71-8	9634.0	8060	CHEMBL1089	C(C(F)(Cl)Br)(F)(F)Br
326	cpd:C03646		6427.0	17257		C(C(F)(Cl)Cl)(F)(Cl)Cl
327	cpd:C03647		6428.0	27671		C(C(F)(Cl)Cl)(F)(F)Cl
328	cpd:C07572	59729-33-8	9775.0	3723 77397	CHEMBL549	C(C(F)(Cl)Cl)(F)(F)F
329	cpd:C10949	111991-09-4	13132.0	7554	CHEMBL2251450	C(C(F)(Cl)Cl)(F)F
330	cpd:C07424	6493-05-6	9628.0	7986	CHEMBL628	C(C(F)(F)Br)(F)Cl
331	cpd:C03618		6402.0	47980	CHEMBL274998 CHEMBL76739	C(C(F)(F)Br)Br
332	cpd:C03648		6429.0	17343		C(C(F)(F)Cl)(F)(F)Cl
333	cpd:C03649		6430.0			C(C(F)(F)Cl)(F)(F)F
334	cpd:C07427	58-39-9	9631.0	8028	CHEMBL567	C(C(F)(F)Cl)(F)Cl
335	cpd:C07428	63-98-9	9632.0	8049	CHEMBL918	C(C(F)(F)Cl)(F)F
336	cpd:C12454		582844.0	31211		C(C(F)(F)F)(C(F)(F)F)(Br)Br
337	cpd:C03652		6432.0	15582		C(C(F)(F)F)(C(F)(F)F)(F)F
338	cpd:C11354		13529.0	1142		C(C(F)(F)F)(C(F)(F)F)O
339	cpd:C00264		3562.0	15489		C(C(F)(F)F)(Cl)Br
340	cpd:C03651		6431.0	27992		C(C(F)(F)F)(F)(F)F
341	cpd:C07429	94-78-0	9633.0	71416	CHEMBL1242	C(C(F)(F)F)(F)F
342	cpd:C07455	55-63-0	9658.0	28787	CHEMBL730	C(C(F)(F)F)(OC(C(F)(F)F)(F)F)(F)F
343	cpd:C00480	9057-02-7	3763.0	27941		C(C(F)(F)F)(OC(F)F)Cl
344	cpd:C10539	3187-52-8	12722.0	123		C(C(F)(F)F)C(F)(F)F
345	cpd:C03624		6408.0	32989		C(C(F)(F)F)Cl
346	cpd:C10946	74223-64-6	13129.0	39678	CHEMBL1229749	C(C(F)(F)F)F
347	cpd:C07570	85650-52-8	9773.0	6950	CHEMBL654	C(C(F)(F)F)N
348	cpd:C10081	3561-81-7	12267.0	6785	CHEMBL363747	C(C(F)(F)F)N(CC(F)(F)F)N=O
349	cpd:C07569	51-52-5	9772.0	8502	CHEMBL1518	C(C(F)(F)F)N.Cl
350	cpd:C03625		6409.0	16185		C(C(F)(F)F)O
351	cpd:C07320	40828-46-4	9528.0	9362	CHEMBL956	C(C(F)(F)F)OCC(F)(F)F
352	cpd:C07432	134-49-6	9636.0	8067	CHEMBL1201208	C(C(F)(F)I)(F)(F)F
353	cpd:C07464	74050-98-9	9667.0	6123	CHEMBL51	C(C(F)F)(F)F
354	cpd:C08080	67915-31-5	10280.0	9451	CHEMBL1306	C(C([C@@H]1C(=O)C(=O)C(=O)O1)O)O
355	cpd:C06765	11015-37-5	8985.0	28908		C(C([C@H]([C@@H](C=O)O)O)O)O
356	cpd:C07674	692-13-7	9876.0	3209	CHEMBL39736	C(C([N+](=O)[O-])(F)Cl)([N+](=O)[O-])(F)F
357	cpd:C07721		9923.0	28234		C(C1=C(C(=C(C(=C1F)F)F)F)F)O
358	cpd:C00179	306-60-5	3479.0	17431	CHEMBL58343	C(C1C(C(C(C(=N1)NO)O)O)O)O
359	cpd:C00593	32797-12-9	3872.0	17717		C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O
360	cpd:C01312	35121-78-9	4527.0	15552	CHEMBL1139	C(C1C(C(C(C2=NN=NN12)O)O)O)O
361	cpd:C00548	122-79-2	3829.0	8082	CHEMBL289559	C(C1C(C(C(C2N1C(=O)C(=O)N2)O)O)O)O
362	cpd:C00190	3616-06-6	3490.0	16082		C(C1C(C(C(O1)NC(=O)CN)O)O)OP(=O)([O-])[O-]
363	cpd:C10997	13516-27-3	13180.0	5569	CHEMBL102276	C(C=CCBr)Br
364	cpd:C12101	636-82-8	14248.0	29565	CHEMBL324173	C(C=CCC#N)C#N
365	cpd:C07645	35144-64-0	9847.0	2560	CHEMBL1593	C(C=CCF)F
366	cpd:C05770	14643-66-4	8065.0	27609		C(C=CCO)O
367	cpd:C08593	472-73-1	10786.0	4851		C(C=O)C(C(CO)O)O
368	cpd:C08771	76-77-7	10964.0	7512	CHEMBL517757	C(C=O)C=O
369	cpd:C05479	128-23-4	7839.0	30154	CHEMBL486954	C(CBr)Br
370	cpd:C09362	24394-09-0	11553.0	3768		C(CBr)C(=O)O
371	cpd:C11560		13725.0	616	CHEMBL1619972	C(CBr)C1=NC(=NC(=N1)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl
372	cpd:C05694		8001.0	3274		C(CBr)CBr
373	cpd:C05490	72-23-1	7849.0	78600		C(CBr)Cl
374	cpd:C10799	1936-70-5	12982.0	4029	CHEMBL1976863	C(CBr)F
375	cpd:C05498	600-57-7	7851.0	28247	CHEMBL2440888 CHEMBL345682	C(CBr)N
376	cpd:C08705	15662-33-6	10898.0	8925		C(CBr)O
377	cpd:C05767	607-14-7	8062.0	27484		C(CC#N)C#N
378	cpd:C08801	5979-41-9	10994.0	3948	CHEMBL1923789 CHEMBL1923790	C(CC#N)CC#N
379	cpd:C10150	126637-69-2	12336.0	5628		C(CC#N)CCl
380	cpd:C07646	22788-18-7	9848.0	3410	CHEMBL3544547	C(CC#N)CF
381	cpd:C11901		14063.0	30939		C(CC#N)C[Si](Cl)(Cl)Cl
382	cpd:C06870	57308-51-7	9087.0	3396		C(CC(=C[N+]#N)[O-])[C@@H](C(=O)O)N
383	cpd:C08777	59938-97-5	10970.0	8691		C(CC(=O)Cl)C(=O)Cl
384	cpd:C05737		8036.0			C(CC(=O)N)C(=O)N
385	cpd:C11388	126-91-0	13562.0	28	CHEMBL235672	C(CC(=O)N)CO
386	cpd:C00186	79-33-4	3486.0	16651 422	CHEMBL330546	C(CC(=O)NC(CS(=O)(=O)O)C(=O)NCC(=O)O)C(C(=O)O)N
387	cpd:C00214	50-89-5	3514.0	17748	CHEMBL52609	C(CC(=O)NC(CSN=O)C(=O)NCC(=O)O)C(C(=O)O)N
388	cpd:C00184	96-26-4	3484.0	16016	CHEMBL1229937	C(CC(=O)NO)C(C(=O)O)N
389	cpd:C10336	6224-43-7	12522.0	6024		C(CC(=O)O)C(=O)N
390	cpd:C06506		8737.0	2482		C(CC(=O)O)C(C(=O)O)N.Cl
391	cpd:C01181		4408.0	1941	CHEMBL2074645	C(CC(=O)O)C(CP(=O)(CC(CCC(=O)O)C(=O)O)O)C(=O)O
392	cpd:C10114	28608-75-5	12300.0	7781	CHEMBL1468796 CHEMBL520866	C(CC(=O)O)CCl
393	cpd:C08212	55-03-8	10411.0	6446		C(CC(=O)O)CF
394	cpd:C07526	94-24-6	9729.0	9468	CHEMBL698	C(CC(=O)OCCCl)CF
395	cpd:C07527	94-09-7	9730.0	116735	CHEMBL278172	C(CC(=O)OCCF)CF
396	cpd:C06602	583-78-8	8828.0	27929	CHEMBL1565192	C(CC(=O)[O-])C(=O)[O-].[Cd+2]
397	cpd:C06801	71135-22-3	9020.0	9470		C(CC(=O)[O-])C(=O)[O-].[Na+].[Na+]
398	cpd:C02128		5207.0			C(CC(C(=O)NCCCNCCCN)N)CN=C(N)N
399	cpd:C01136		4367.0	16807		C(CC(C(=O)O)N)CN=C(N)N[N+](=O)[O-]
400	cpd:C00128	3063-71-6	3428.0	16556	CHEMBL1234647	C(CC(CNCCCNCCCN)N)CN=C(N)N
401	cpd:C10338	80348-65-8	12524.0	4748		C(CC=O)C=O
402	cpd:C00185	16462-44-5	3485.0	17057	CHEMBL1231670 CHEMBL1614877	C(CC=O)CC=O
403	cpd:C05761		8056.0	50651		C(CCBr)CBr
404	cpd:C05805		8100.0	28753		C(CCBr)CCBr
405	cpd:C05835		8128.0	1098		C(CCC#N)CC#N
406	cpd:C10404	81-27-6	12590.0	9112	CHEMBL1314924 CHEMBL1362935 CHEMBL1644069 CHEMBL2368547	C(CCC#N)CCC#N
407	cpd:C07564	91374-21-9	9767.0	8888	CHEMBL589	C(CCC#N)CCF
408	cpd:C07311	10418-03-8 302-96-5	9519.0	9249	CHEMBL2079587 CHEMBL63973	C(CCC(=O)CF)CCF
409	cpd:C10178	301-19-9	12364.0	8878		C(CCC(=O)N)CC(=O)N
410	cpd:C10484	104594-70-9	12667.0	8062	CHEMBL319244	C(CCC(=O)N)CCF
411	cpd:C07533	57526-81-5	9736.0	8391	CHEMBL1160714	C(CCC(=O)O)CCF
412	cpd:C07644	27046-19-1	9846.0	1887	CHEMBL3544546	C(CCC(=O)OCCF)CCBr
413	cpd:C09389	5890-28-8	11580.0	17	CHEMBL464528	C(CCC(=O)OCCF)CCF
414	cpd:C07566	2062-78-4	9769.0	8212	CHEMBL1423	C(CCC=O)CCF
415	cpd:C10182	521-34-6	12368.0	9050	CHEMBL208908	C(CCCBr)CCBr
416	cpd:C10199	550-79-8	12385.0	2506	CHEMBL464404	C(CCCC#N)CCC#N
417	cpd:C02088	402-71-1	5173.0	9642	CHEMBL60718	C(CCCC(=O)NO)CCC(=O)NO
418	cpd:C08258	488-73-3	10457.0	27371	CHEMBL1950778	C(CCCC(=O)O)CCC(=O)O
419	cpd:C07412	7187-62-4	9616.0	8687	CHEMBL1201303	C(CCCC(=O)O)CCCF
420	cpd:C07309	3930-20-9	9517.0	63622	CHEMBL471	C(CCCC(=O)OCCF)CCCF
421	cpd:C08597	547-17-1	10790.0	5636		C(CCCC(C(CCCCCCO)O)O)CCCC(=O)O
422	cpd:C09438	52259-65-1	11629.0	28954	CHEMBL121087	C(CCCC=O)CCCF
423	cpd:C09434	10191-01-2	11625.0	4929		C(CCCCBr)CCCF
424	cpd:C02110		5192.0	16066	CHEMBL1255087	C(CCCCC(=O)O)CCCC(=O)O
425	cpd:C07335		9542.0	64186		C(CCCCC(=O)O)CCCCF
426	cpd:C09390	483-17-0	11581.0	3533	CHEMBL255708	C(CCCCC(=O)OCCF)CCCCF
427	cpd:C07336	36735-22-5	9543.0	8694	CHEMBL1200472	C(CCCCCBr)CCCCF
428	cpd:C10553	40505-27-9	12736.0	1730	CHEMBL28941	C(CCCCCC(=O)O)CCCCC(=O)O
429	cpd:C08259	488-76-6	10458.0	37600	CHEMBL37104	C(CCCCCC(=O)O)CCCCCC(=O)O
430	cpd:C09433	57718-77-1	11624.0	4928	CHEMBL3276960	C(CCCCCC(=O)O)CCCCCF
431	cpd:C07413	53-33-8	9617.0	7922	CHEMBL1579	C(CCCCCCBr)CCCCCF
432	cpd:C11002	25311-71-1	13185.0	6009	CHEMBL1882342	C(CCCCCCC(=O)O)CCCCCC(=O)O
433	cpd:C08260	488-38-0	10459.0	10017		C(CCCCCCCC(=O)O)CCCCCCC(=O)O
434	cpd:C08267	2133-34-8	10466.0	6198	CHEMBL1165239	C(CCCCCCCC(=O)O)CCCCCCCO
435	cpd:C07656	25876-10-2	9858.0	27412	CHEMBL195892 CHEMBL463809	C(CCCCCCCCC(=O)O)CCCCCCCCF
436	cpd:C07658	68-35-9	9860.0	9328	CHEMBL439	C(CCCCCCCCCF)CCCCCCCCF
437	cpd:C07659	85-73-4	9861.0	9336	CHEMBL1524273	C(CCCCCCCCCF)CCCCCCCCO
438	cpd:C07657	56391-56-1	9859.0	7528	CHEMBL1572	C(CCCCCCCCF)CCCCCCCF
439	cpd:C07414	555-57-7	9618.0	7930	CHEMBL673	C(CCCCCCF)CCCCCF
440	cpd:C07415	61869-08-7	9619.0	7936	CHEMBL490	C(CCCCCCF)CCCCCO
441	cpd:C07338		9545.0	15657		C(CCCCCF)CCCCF
442	cpd:C07339	83-89-6	9546.0	8711	CHEMBL7568	C(CCCCCF)CCCCO
443	cpd:C12108		14255.0	29514		C(CCCCCl)CCCC(=O)O
444	cpd:C11008	606-20-2	13191.0	957	CHEMBL1328508	C(CCCCCl)CCCCCl
445	cpd:C09435	10215-89-1	11626.0	4930	CHEMBL404627	C(CCCCCl)CCCF
446	cpd:C07829	115-38-8	10031.0	6758	CHEMBL45029	C(CCCCF)CCCCCl
447	cpd:C09436	38456-36-9	11627.0	4931		C(CCCCF)CCCF
448	cpd:C09437	33853-87-1	11628.0	4933		C(CCCCF)CCCN
449	cpd:C07654	914-00-1	9856.0	6805	CHEMBL249837	C(CCCCF)CCCO
450	cpd:C08611	3763-55-1	10804.0	8907		C(CCCCN=C(N)N)CCCC(C(CCCN)NC(=O)CCCCCCCCN=C(N)N)O
451	cpd:C00226		3526.0	15734		C(CCCCN=C(N)N)CCCNCCCCCCCCN=C(N)N
452	cpd:C11005	34123-59-6	13188.0	6049	CHEMBL2251591	C(CCCCl)CCC(=O)O
453	cpd:C07329	590-86-3	9537.0	16638	CHEMBL18360	C(CCCF)CCC#N
454	cpd:C07323	15722-48-2	9531.0	7770	CHEMBL425	C(CCCF)CCC(=O)CCCCCF
455	cpd:C07326	154-58-5	9534.0	16070	CHEMBL344637	C(CCCF)CCC(=O)O
456	cpd:C10557	40456-50-6	12740.0	4553	CHEMBL471067	C(CCCF)CCC=O
457	cpd:C10556	19186-35-7	12739.0	4429	CHEMBL152144 CHEMBL63970	C(CCCF)CCCF
458	cpd:C07332	103-43-5	9540.0	3058		C(CCCF)CCN=C=S
459	cpd:C07565	103-84-4	9768.0	28884	CHEMBL269644	C(CCCF)CCO
460	cpd:C07650	95058-81-4	9852.0	175901	CHEMBL888	C(CCCF)CC[N+](=O)[O-]
461	cpd:C10187	6980-25-2	12373.0	9369		C(CCCI)CCI
462	cpd:C11406		13580.0	241		C(CCCN)CCC(=O)O
463	cpd:C07410	155-97-5	9614.0	8665	CHEMBL1115	C(CCCN)CCCF
464	cpd:C11009	13360-45-7	13192.0	3608	CHEMBL1275654	C(CCCN=C=O)CCN=C=O
465	cpd:C06688	13292-46-1	8913.0	28077	CHEMBL374478	C(CCCNC(=O)O)CCN
466	cpd:C07653	13311-84-7	9855.0	5132	CHEMBL806	C(CCCO)CCCF
467	cpd:C10195	23666-13-9	12381.0	69814 75440	CHEMBL1442950	C(CCCO)CCCO
468	cpd:C10188	603-61-2	12374.0	67492	CHEMBL226034	C(CCCO)CCO
469	cpd:C07544	113-15-5	9747.0	64318	CHEMBL442	C(CCCS(=O)(=O)Cl)CCF
470	cpd:C07545	511-09-1	9748.0	10276	CHEMBL1361596 CHEMBL1403281	C(CCCS(=O)(=O)F)CCF
471	cpd:C07651	31098-42-7	9853.0	72583	CHEMBL1201382	C(CCCS)CCF
472	cpd:C12096		14244.0	29561		C(CCCl)CC(=O)O
473	cpd:C10167	14058-39-0	12353.0	43		C(CCCl)CCCl
474	cpd:C05764		8059.0	5697		C(CCCl)CCl
475	cpd:C11395	2102-59-2	13569.0	227		C(CCCl)CO
476	cpd:C07550	106791-40-6	9753.0	6958	CHEMBL1182833	C(CCF)CF
477	cpd:C07409	15686-83-6	9613.0	8654	CHEMBL1626223	C(CCF)CN=C=O
478	cpd:C07552	309-00-2	9755.0	2564		C(CCF)CO
479	cpd:C09440	6750-25-0	11631.0	4935	CHEMBL485296	C(CCF)COCCCCCl
480	cpd:C09441	7072-86-8	11632.0	5049		C(CCF)COCCCCF
481	cpd:C07549		9752.0	4706	CHEMBL1237123	C(CCF)C[N+](=O)[O-]
482	cpd:C10168	140-55-6	12354.0	8603		C(CCI)CCI
483	cpd:C07551		9754.0	7907	CHEMBL185073	C(CCI)CF
484	cpd:C10151	51795-35-8	12337.0	1556		C(CCI)CI
485	cpd:C02188		5259.0			C(CCN(CCCN)N(N=O)O)CNCCCN
486	cpd:C09861	105-87-3	12047.0	5331	CHEMBL1369384	C(CCN)CC(C(=O)O)N.Cl
487	cpd:C07324	73590-58-6	9532.0	77260 7772	CHEMBL1503	C(CCN)CN.Cl.Cl
488	cpd:C03062		5962.0	17470		C(CCN)C[C@@H](C(=O)O)N
489	cpd:C00332	1420-36-6	3626.0	15345		C(CCN=C(N)N)CC(C(=O)O)N
490	cpd:C06868	298-46-4	9085.0	3387	CHEMBL108	C(CCN=C(N)N)C[C@@H](C(=O)O)N
491	cpd:C00331	392-12-1	3625.0	29750	CHEMBL485012	C(CCN=C([NH3+])N)CC(C(=O)O)N
492	cpd:C07331	463-58-1	9539.0	16573		C(CCNCCCN)CN.Cl.Cl.Cl
493	cpd:C07175	1982-37-2	9384.0	6823	CHEMBL1200959	C(CCNCCCN)CNCCCN.Cl.Cl.Cl.Cl
494	cpd:C05463		7823.0	36261 9410	CHEMBL412272	C(CCO)CC(CO)O
495	cpd:C05810	42187-47-3	8105.0	40407		C(CCO)CCO
496	cpd:C05769	531-14-6	8064.0	28421		C(CCO)CO
497	cpd:C07833	113-18-8	10035.0	4882	CHEMBL591	C(CCOCCCCF)CC#N
498	cpd:C07536	57-43-2	9739.0	2673	CHEMBL267894	C(CCS(=O)(=O)Cl)CF
499	cpd:C10431	24959-81-7	12616.0	3293		C(CCS(=O)(=O)F)CF
500	cpd:C08770	53663-03-9	10963.0	5988	CHEMBL475082	C(CCl)C#N
501	cpd:C11894	163594-75-0	14056.0	30037		C(CCl)C(Cl)(Cl)Cl
502	cpd:C07798	511-12-6	10000.0	4562	CHEMBL1619386 CHEMBL1732 CHEMBL1740554	C(CCl)C(F)(F)F
503	cpd:C12220	120243-02-9	14365.0	31877	CHEMBL515742	C(CCl)C1=NC(=NC(=N1)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl
504	cpd:C05699		8006.0	27760		C(CCl)CBr
505	cpd:C06656		8881.0	15426		C(CCl)CCl
506	cpd:C10800	5259-01-8	12983.0	5545	CHEMBL451044	C(CCl)F
507	cpd:C11188	555-37-3	13369.0	7491	CHEMBL75410	C(CCl)N
508	cpd:C02562		5561.0	21645		C(CCl)N(CCCl)CCCl
509	cpd:C09145	4611-05-6	11337.0	7777	CHEMBL522808	C(CCl)NCC(C(C(C(CNCCCl)O)O)O)O
510	cpd:C07325	99614-02-5	9533.0	7773	CHEMBL46	C(CCl)NCCCl
511	cpd:C10119	22384-63-0	12305.0	7947	CHEMBL476314	C(CCl)OC(=O)Cl
512	cpd:C11577		13742.0	1602	CHEMBL1822221	C(CCl)OC1=NC(=NC(=N1)OCCCl)OCCCl
513	cpd:C05820		8115.0	286 61645		C(CCl)OCCCl
514	cpd:C06023		8295.0	35373		C(CCl)OP(=O)(OCCCl)OCCCl
515	cpd:C06554	108-80-5	8783.0	38028	CHEMBL243087	C(CCl)OP(OCCCl)OCCCl
516	cpd:C07641	52-24-4	9843.0	9570	CHEMBL671	C(CCl)SC(=O)CF
517	cpd:C08262	503-74-2	10461.0	28484	CHEMBL568737	C(CCl)SCCCl
518	cpd:C11003	95-68-1	13186.0	27840	CHEMBL1490826	C(CCl)[NH2+]CCCl.[Cl-]
519	cpd:C10037	2034-65-3	12223.0	27431	CHEMBL242383	C(CF)F
520	cpd:C08250	20880-64-2	10449.0	1230		C(CF)N=C=O
521	cpd:C07534	57-63-6	9737.0	4903	CHEMBL1627464 CHEMBL691	C(CF)O
522	cpd:C07790	82-88-2	9992.0	8065	CHEMBL278398	C(CF)OC(=O)CF
523	cpd:C07815	90566-53-3	10017.0	5134	CHEMBL1201396	C(CF)OC(=O)Cl
524	cpd:C07638		9840.0	28148		C(CF)OC(=O)OCCF
525	cpd:C07362	54-91-1	9566.0	8242	CHEMBL1585	C(CF)OC(C(Cl)(Cl)Cl)Cl
526	cpd:C11196	16752-77-5	13377.0	6835	CHEMBL552761	C(CF)[NH2+]CCCl.[Cl-]
527	cpd:C06630	34698-88-9	8856.0	28343		C(CI)C(=O)O
528	cpd:C10128	499-04-7	12314.0	2813	CHEMBL432561	C(CI)CI
529	cpd:C10038	520-34-3	12224.0	4630	CHEMBL90568	C(CI)I
530	cpd:C10039	520-27-4	12225.0	4631	CHEMBL231884	C(CI)O
531	cpd:C03166		6049.0	16034	CHEMBL1206371	C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O
532	cpd:C06543	80-78-4	8773.0	28374	CHEMBL1534747 CHEMBL1980466 CHEMBL363703	C(CN(CC(=O)O)CC(=O)O)N(CCO)CC(=O)O
533	cpd:C06528	118-10-5	8759.0	27509	CHEMBL2357353 CHEMBL588619	C(CN(CC(=O)O)CC(=O)[O-])N(CC(=O)O)CC(=O)[O-].[Na+].[Na+]
534	cpd:C06788	116249-65-1	9008.0	3010		C(CN(CC(=O)[O-])CC(=O)[O-])N(CC(=O)O)CC(=O)[O-].[Na+].[Na+].[Na+]
535	cpd:C03239		6109.0	17534		C(CN(CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Ca+2]
536	cpd:C03287		6144.0	17798		C(CN(CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Na+].[Na+]
537	cpd:C06550	107-38-0	8779.0	28506		C(CN(CC(=O)[O-])CC(=O)[O-])N(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+]
538	cpd:C06542	4360-12-7	8772.0	28462		C(CN(CC(=O)[O-])CC(=O)[O-])N(CCO)CC(=O)[O-].[Na+].[Na+].[Na+]
539	cpd:C01301	3836-01-9	4519.0	16466		C(CN(CCN)N(N=O)[O-])N
540	cpd:C01300		4518.0	17083 44841	CHEMBL1233322	C(CN(CCN)N(N=O)[O-])[NH3+]
